crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36
208,5,0.116859104101662,0.445848033446385,cm,D1,0,-0.454386054451042,0.187535854856919,-0.279097526476249,0.413832525901865,-0.129674582383228,-0.452192877882503,0.162473049666155,0.0078220454334352,-0.0712451585371689,0.0078220454481979,0.162473049643472,-0.225896162769889,-0.0712451585598527,-0.225896162755126,-0.22066784624772,0.187535876978015,0.311895737345635,0.187535876989086,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
209,6,0.116403387921197,0.442377461034389,pm,D1,0,-0.294445834114957,0.199980201146556,0.399558624628639,-0.330019623199082,0.0261577426520009,-0.517667582326322,0.181361624469207,-0.248846573487028,0.0013528142132442,0.253217824867529,-0.115050535705439,0.0516012208741104,0.117756240136957,0.454834384979424,-0.153238734250427,-0.369290026903922,-0.0368353463292255,-0.167673444851262,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
210,5,0.115111555315536,0.432613028247757,cmm,D2,1,-0.081321106,0.2991932949,-0.448883930498654,0.0550349617048847,-0.358957830036116,-0.156898936301661,0.141042169948648,0.0550349617048925,0.0511160694860989,-0.156898936301649,0.461190675040541,0.266969159275065,0.230967564409468,0.266969159275066,-0.0388093249594563,-0.3688331338783,-0.269032435590529,-0.368833133878299,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
211,6,0.11350416126517,0.420615543946343,cmm,D2,1,0.2627855249,-0.3688624624,0.200836149249956,-0.0758816627260325,-0.049163850750135,-0.508894364618336,0.422460160845753,-0.125030172186895,-0.395787987200622,0.189773269766292,-0.020787862345797,-0.0267331532649691,-0.202539714299066,-0.341536595217993,-0.355915931382629,-0.174179149816916,-0.242411770117459,0.0224158243648489,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
212,4,0.112004618869898,0.409575165645333,p3m1,D3,2,0.2793663145,0.1306925066,0.1199581512,0.3663937474,0.270112647864002,-0.418924803670322,0.0761149565734499,-0.082910947361606,0.464110337513465,-0.0829109464304078,-0.229887352316298,0.223091362374321,-0.117882734003547,0.0290936714876018,-0.341891971743342,0.0290936721309386,0.270112647312271,-0.194915565930526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0
213,5,0.109637631718027,0.392447025711847,cmm,D2,0,-0.243369048925444,-0.20647298075775,-0.20330016589838,-0.422056203128868,0.256630951120616,-0.422056203128871,0.296699834147649,-0.206472980757747,-0.283436658840822,0.0091104782334732,-0.283436658822658,0.228385741669529,0.336767444063046,0.0091104782334733,0.336767444044882,0.228385741669529,-0.473334607388888,0.118748109967232,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
214,5,0.109637631717754,0.392447025709891,cmm,D2,2,-0.0158836821,0.2658826621,0.2274422732,0.4179233719,0.0178143720462617,-0.337448181681253,-0.148852450646264,-0.194956738540657,-0.482185627953739,-0.194956738540649,0.351147549353735,-0.337448181681245,-0.315519039299997,0.166810241781268,-0.315519039299998,0.386085505216776,-0.315519039299998,-0.0524650216542408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
215,7,0.108253175473055,0.382598303393155,pmm,D2,1,0.4126814721,-0.0445890324,0.162677345158604,0.0629980686855548,0.162677345566943,-0.153508282260555,0.162677344757025,0.279504419631665,-0.337322655622673,0.0629980686855549,-0.33732265557534,0.279504419631664,-0.337322655200921,-0.153508282260555,0.162677345059143,-0.370014633206665,-0.337322655242781,-0.370014633206664,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
216,6,0.105662432703165,0.364504556162922,cm,D1,0,0.214945369033242,0.347820652610162,-0.468066415503468,-0.046516385051794,-0.0737297655604289,-0.518204770398546,0.426271168442074,-0.229529096557137,-0.179392198263642,0.242159279177564,0.003620503629567,0.347821711880728,-0.36240490015685,0.136496846474399,-0.362404900156851,0.347821711880729,-0.179392198263642,0.453484144583894,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
217,5,0.105662432702593,0.364504556158977,p3m1,D3,0,0.280068853174598,0.331360939924169,0.0687439877694121,0.331360939867187,-0.325593579577343,-0.351651761996543,0.174406420354515,-0.0629766274017292,0.0687439878034823,-0.245989329381452,0.280068853208669,-0.245989329206445,0.174406420521353,0.148348238003458,-0.114268714172157,-0.351651761939559,-0.0369184449825303,0.514373641730914,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
218,4,0.104112071231609,0.353886441270552,cmm,D2,1,-0.4610799484,0.1873856492,0.0402736946679491,0.0822361016561634,0.290273694767707,-0.350776598720534,-0.11956260691699,-0.298720564821667,-0.29989000396159,-0.402832636070214,-0.0154505364616062,-0.118393167319136,0.0886615355462291,-0.298720563925359,-0.0081141464248086,0.463192768665342,0.095997923983109,0.282865371135406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
219,5,0.103647021628276,0.350732010001919,cm,D1,1,-0.1476217978,-0.4366330175,-0.187092959725263,-0.0623358010975951,0.0771431469502842,-0.0623358010975772,-0.319210972476705,-0.222071993227806,0.209261159701659,-0.222071993227843,-0.0549749063875005,0.0974003574636074,0.0486721152407932,0.484216308233512,-0.158621928015759,0.48421630823354,-0.054974906387508,0.304694400720161,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
220,6,0.103420052093922,0.349197603736484,cm,D1,0,-0.382431275871255,-0.194089977482464,0.287350478406136,-0.384741570541769,-0.462649060266196,0.15169083352149,0.0280044041329769,-0.142380525918478,-0.337649455166686,0.316487457957202,-0.177213461636025,-0.168235047179843,0.412351002549714,-0.01310553902479,0.233222217801621,-0.116525591118712,0.412351002549715,-0.219945643212635,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
221,6,0.103420052093865,0.3491976037361,cmm,D2,1,-0.4013954327,0.2672574835,-0.137086934449962,-0.464410773993158,-0.387086934449948,-0.03139807210034,-0.0568694448438582,-0.273759303865897,0.407695304347813,-0.0055427208644374,0.282695575943969,0.210963159664005,-0.181869173247973,-0.0572534233383438,0.0233486731759823,-0.0831080981478472,0.202477457923978,0.0203119539460184,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
222,7,0.102911268334878,0.34577024039242,p2,C2,0,-0.0670000407485633,-0.0964580623745942,-0.248772056483068,0.413597947537773,-0.38522802500386,0.259511331453747,0.137430347342348,-0.0725596727599607,-0.271430428829542,-0.120356452074192,0.387683723012478,-0.298340672765939,0.478316195502809,0.105424547971059,-0.475860977998777,-0.144253463760566,0.341860896506175,-0.048662661027328,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
223,5,0.101606358592053,0.337057134964595,cm,D1,1,0.0219588379,0.5060178919,-0.0161792956288687,-0.547455503703644,-0.0161792956281322,-0.344242786519537,-0.316982371490979,0.0751577570130475,0.284623780243456,0.0751577570127389,0.483820704376207,0.115357182896688,-0.0161792956242069,-0.14103006933543,-0.117785654215792,0.0349573061183387,0.0854270629683162,0.0349573061177973,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1
224,4,0.1,0.326483885562159,cmm,D2,4,-0.0113875652,-0.1092169372,-0.2210258195,0.1224525601,0.4421532562,0.246946353,0.4085631386,-0.0345262082,0.29738713798,-0.358966898330113,0.09738713798,-0.358966898161367,-0.00261286202,0.507058506087782,-0.10261286202,-0.358966897178733,-0.30261286202,-0.358966897117569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
225,6,0.0962250448649376,0.302299894039036,p6m,D6,1,-0.0583040946,0.2342108386,0.0339540944767403,-0.290301393299478,-0.132712572048452,-0.386526438409456,0.0339540945726889,0.479498965695246,0.200620760849963,0.190823830979727,0.367287427662834,-0.290301393645469,0.200620760946894,-0.001626258750148,0.200620761169666,-0.194076348480023,0.200620761169666,0.383273920709602,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
226,8,0.0962250448649376,0.302299894039036,cmm,D2,0,-0.20433723299224,-0.271970276994813,-0.204337227875393,-0.0795201872649376,0.295662766662164,0.40160503705975,0.295662770114506,-0.175745232129875,0.29566276705355,-0.368195321859751,0.295662771523554,0.0167048576,-0.204337233569857,0.305379992194813,0.295662766315478,0.209154947329875,-0.204337229231763,0.112929902464938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
227,5,0.0915063509461092,0.273378417119234,p6m,D6,0,0.0464134857940459,0.179126760229067,-0.203586514270452,-0.253885941775305,-0.453586514076379,0.179126760229192,0.204907134975343,0.270633110954503,-0.112080163153053,0.0876204090979877,-0.203586514266511,-0.436898643667525,0.387919836867561,0.270633111171545,-0.295092865045271,0.0876204092436207,-0.203586514225284,-0.0708732398830854,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
228,6,0.089920328088161,0.263983945828449,cm,D1,0,0.114016862594737,-0.0319104855195046,-0.159369766061399,-0.0319104855194966,0.25071035992668,0.0849550329240995,-0.296063263393356,0.0849550329240904,-0.0226764517333285,-0.328616874192301,-0.0226764517333345,-0.148776218015978,-0.0226764517333394,-0.508457530368624,0.387403220178509,0.201821296533851,-0.432756123645169,0.201821296533863,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
229,7,0.0892055224435144,0.259803640638104,cmm,D2,0,0.082825555200069,-0.0128464352882722,-0.167174444799748,0.420166266603997,-0.0899200751950699,0.0317567946067418,0.380570840217744,-0.273955417917943,0.255571185595416,-0.0574496651824815,-0.214919729818286,0.24826254734179,-0.417174444800312,-0.0128464352874762,-0.262665947612014,0.0763590871553367,0.4283170580122,-0.102051957731692,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
230,7,0.0877166884031874,0.251203800108532,cmm,D2,0,-0.148072738438209,-0.315650188710931,0.0038570225404536,-0.403366877126841,-0.300002499431558,-0.227933500320456,-0.380120040914057,0.203222387792832,0.286546777703655,-0.374127618225375,-0.416025436016609,0.0315026384911911,0.417307745379056,-0.257172759282784,-0.344213216489348,0.374941838227026,-0.451932260433383,-0.140216811944662,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
231,5,0.0833333333333333,0.226724920529277,pmm,D2,3,0.3946822785,-0.0189423451,-0.2748948474,-0.2675706365,0.4231120401,0.2242086781,0.262950439425769,-0.270634162497884,-0.153716227229803,0.451053673995554,0.179617106108212,-0.126296595191369,0.0129504394369059,0.162378539400766,-0.0703828939002074,0.30671610669599,0.0962837727591244,0.0180409720969422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
232,6,0.0714285714285713,0.166573411001101,cmm,D2,2,0.0149397227,0.4919762273,-0.2785004944,0.3088142493,-0.128958413970949,-0.362844345848274,-0.20038698624912,-0.239126431512443,-0.0575298433904012,-0.48656226116423,-0.343244128479359,0.0083093985021969,-0.41467270014131,0.132027313193804,-0.271815558011742,-0.115408516878959,-0.486101272457119,0.255745227507905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
233,7,0.0624999999999999,0.127532767797718,pmm,D2,1,0.3949472817,0.0646001855,0.170672274903383,-0.256473080275918,0.233172275086406,-0.364726255643306,0.108172275033677,-0.148219904727638,-0.0793277249436838,0.176539621704596,-0.14182772498439,0.284792797154149,-0.0168277251007822,0.0682864461408409,-0.204327725049855,0.393045972589408,0.0456722750552451,-0.0399667292421313,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
