crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55
725,7,0.105662432702593,0.445505568638752,p3m1,D3,1,-0.4286043405,0.2388420061,0.480738030991136,-0.159184643332025,0.0864004638673518,0.523828058660435,-0.413599536189015,0.0238280584924957,-0.202274670783828,0.0238280587312353,-0.202274670727462,-0.342197345209757,-0.0966122381886322,-0.159184643222989,0.375075598405798,0.0238280586278912,0.0090501946213586,0.0238280586072242,0.19206289649568,0.340815356725339,0.192062896507612,0.129490491320151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
726,7,0.105634506077314,0.445270105142132,p1,C1,0,0.0105646154021834,0.216046800988643,0.474212526341798,0.163260684407299,0.168009164495395,-0.459409236413253,-0.0652778081798655,0.0188602845074344,-0.141120124648824,-0.178326273171874,0.48915159154278,-0.0474794869595123,-0.216964059522844,-0.375512208369134,-0.495907152489974,-0.258219503014636,-0.123254602301746,0.439231814614099,-0.0407271147736308,-0.492024588836858,0.0864085636347266,0.413232731047794,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
727,7,0.10563450607731,0.445270105142102,p1,C1,0,0.158627881433043,0.0877396399341097,-0.149021915918366,0.0415854776768913,0.234704127628771,-0.109632795917201,-0.324058616675215,0.159893334072596,0.443393904253065,-0.142544383987236,-0.347916376027816,-0.175456332886457,-0.13922655563993,-0.208367643453819,0.291242218534661,0.252202502282689,-0.126442569619711,-0.419249518441273,-0.499094682911872,0.278202129236716,0.0260139781433672,-0.0767235722170155,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0
728,6,0.105575748601495,0.444774894399922,p1,C1,1,0.2052499368,-0.0619982259,-0.180420088976366,0.41092441300458,0.172667513131078,0.290344853840607,-0.463551687073228,0.180089860021157,-0.0849731430548962,-0.40998097432522,0.31724634300067,0.1364555536128,-0.281017155146971,-0.331548199964583,-0.454618357617539,-0.211350124805962,0.46182369982546,-0.0174351305257211,0.111072249667403,-0.488410297689787,0.0280876570443887,0.444233189932129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
729,8,0.105573803569347,0.444758506289763,p1,C1,0,-0.293609584726949,-0.382455184188386,0.0737389394078331,0.319293325447251,0.338775080631346,-0.287889126970408,-0.215377497011016,0.374050975199523,-0.160958139379566,-0.218178265396831,-0.438300967995841,0.0430809685116127,0.182310866218952,-0.0688526843737183,0.392928455834587,-0.0838040369846538,-0.0283067228012255,-0.0539013233746579,-0.269530188717523,0.169965703851156,-0.0589124560605983,0.155016366379113,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
730,7,0.105498065707156,0.44412060229059,cm,D1,0,0.436589029978821,-0.158864633986503,-0.219395823972718,-0.189402485236273,-0.208971988086124,0.393965988408479,0.0305221950565995,-0.516917127504297,-0.0502949972852965,0.013773313931596,-0.380847717113591,0.157629622109276,0.0712153375942185,-0.158721920754102,-0.380683031271318,-0.0533664450350657,0.253860948918691,-0.264362576449322,-0.171804327319842,0.186269256453042,-0.0581090081994402,-0.32543898963683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
731,7,0.105449294635153,0.443710069054106,p1,C1,0,0.179294586367254,-0.276958603379077,-0.208434142127466,0.299030711134784,-0.248922495779096,-0.354202673918314,-0.392489951790145,-0.199714484949963,-0.019439673122396,0.20543954893612,0.377480951793241,0.147134926561358,-0.105355665868148,-0.508691444725536,0.169555174217209,0.111849150735854,0.256018116066592,-0.080510862372264,0.463943893642624,-0.0452250865467607,0.102570167400331,-0.473405997076202,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0
732,7,0.105449294634796,0.443710069051107,p1,C1,1,-0.2350135727,-0.15634955,0.0981914348775381,0.0442794583119081,0.273740801619719,-0.0725992599918256,0.301672479557573,0.234033984321531,-0.492753050270189,0.186945215285711,0.0226937618132863,0.47883409695451,-0.418944081059707,-0.0248108355096672,0.449289200235729,-0.18947943238757,0.0960978473038142,0.281122045755794,-0.287178136900195,0.139858381151058,-0.0773579003775685,0.16115822390855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1
733,6,0.105373168434977,0.44306965189207,p2,C2,0,0.431078725194936,-0.313544731917879,-0.0077890150132074,-0.0627723232985647,0.22711254199972,-0.366571278259125,0.19617716818219,-0.0097457769580187,0.46164485509094,0.244854174283834,0.400143173454234,0.0432814537585561,0.0231465367275732,-0.419598508975305,-0.163024001082754,-0.3208333868141,-0.413686288735438,-0.0554836684026492,-0.364955010586218,-0.260518497234356,-0.211755279231975,-0.115798557982392,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
734,8,0.105320941572632,0.442630557129981,p2,C2,0,-0.232391756852057,-0.184621753448425,-0.0566226463567302,-0.542919486259567,-0.364219785890774,-0.348912269592084,0.0752053826653599,-0.378628970102567,-0.100563661769392,-0.0203312902989823,0.311549258543986,0.158815454388764,0.355492798391557,-0.363770619851565,0.0039518892812235,0.35282285539283,0.207033707502802,-0.214338691310617,0.179721189154036,-0.0054750293767342,0.0312644076299892,0.143959193458948,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
735,7,0.105306661727442,0.442510537934467,cm,D1,0,-0.2814195647,0.304826226151605,0.0212338476883781,-0.277017543236622,0.415927022911622,-0.277017543236622,0.323887097027442,-0.0081216613411063,0.113273773572558,-0.0081216613411062,-0.176112902972558,-0.203449669675658,-0.386726226427442,-0.203449669675658,-0.2814195647,0.0942129026967212,-0.0973395498809259,-0.0081224292318009,-0.465499579519075,-0.0081224292318013,0.2185804353,-0.35058585417795,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
736,8,0.105235070909152,0.441909076971557,p1,C1,0,-0.0572744377736791,0.460911435198272,0.169443079868616,0.437487292567021,-0.158481177659089,0.19747629988677,0.448759785580064,0.0460462453061936,0.347553594543281,-0.217390828924708,-0.0674661696088222,-0.0999441682155059,-0.354860821001179,0.121761596705351,-0.199011531072246,-0.264241150763801,0.0640783619455988,0.0643534788009539,0.252380137100347,-0.0296684445498682,0.037899185877107,0.27318913508932,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
737,7,0.105227750347982,0.44184759727888,p1,C1,0,-0.148386596431863,-0.0825095225217333,-0.324383027576254,0.275694265103776,0.0276099049844056,-0.440713540246534,0.321443901889161,-0.136950448064899,0.175770246722899,0.0149399860107524,-0.326868537806022,-0.331849260824294,0.0328782293507206,0.377266779153507,0.0300958118977456,0.166829672334614,0.467117350624146,-0.288841080122458,-0.120396643943078,-0.291095428883752,-0.176376198511859,0.126076430861021,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
738,7,0.105080772390474,0.440614148819607,p1,C1,0,0.472757698461503,0.11412640861609,0.24293109495216,-0.109695858849312,-0.297417806414274,0.337947583353492,-0.195692775307983,-0.172586132772894,-0.2582549775899,-0.373219743492412,0.2227562987371,-0.318886806316919,0.179181632896825,0.292172419782572,0.0542803794317301,0.123153036907228,-0.133130390649135,0.0280474210771853,-0.31759059748432,0.128756442515362,0.263106085466295,0.099495069879609,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
739,8,0.104718164300935,0.437578491828727,p2,C2,0,0.319810187526735,0.0809901267572538,0.226250523255087,-0.308983986443917,-0.47697022385121,0.030340600219352,0.0230309346330377,-0.258334459905996,0.0230303553909162,0.319015772048881,-0.37535898777275,-0.283659288536689,-0.0785803014454491,0.0556654288500464,0.116590411519703,0.131638901450057,-0.0705297007378859,0.506392642647697,-0.273750649134861,-0.0203089821119641,-0.180188640083322,-0.207684877574721,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
740,7,0.104593979635956,0.436541263613218,p2,C2,0,0.0695250060181827,-0.512237952809695,0.23622328162345,0.284058527850722,-0.0971732695870397,0.423516374098726,0.0944605101377984,0.130230965544565,-0.455410498101479,-0.288681467379473,-0.238840584616302,0.0605011301137331,-0.122109403347337,-0.218951631948682,-0.313648182603544,-0.13485348485025,-0.0473018053600952,-0.0235970169846979,-0.122013669444093,-0.428139569314504,-0.238936318519541,0.269689067479555,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
741,8,0.104127691598684,0.43265767031177,p2,C2,0,0.362740184889138,-0.299512597761392,-0.215883795128346,0.37366941257413,0.441364164787498,-0.106669204263909,-0.124856553262828,-0.402898937528146,0.208476961818928,0.174451852510303,-0.149663077028343,-0.196126257975567,0.0170034078913617,0.0925483557776859,0.399951124880646,0.256353925197735,-0.174470755167472,0.0106462830835108,-0.480011126848907,0.0861738922301646,-0.294508503431676,0.180826316055485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
742,4,0.104112071231609,0.432527872664006,cmm,D2,3,0.4087313555,-0.0150561914,0.1654374531,0.0746594078,-0.3339545761,-0.0151815344,0.173457020925123,0.407442042986508,-0.0765429796953674,-0.0255706583650279,-0.236379280631003,0.355386008189243,0.0832933223802828,-0.406527324249852,-0.0281551381677842,0.355386007693384,-0.132267209828819,0.175058610886936,-0.0208187495994955,-0.226199927627429,-0.124930820082937,-0.406527325113761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
743,7,0.103946252183895,0.431151197627431,p1,C1,1,-0.301001787,-0.2687571585,0.441464797713137,-0.127193700311921,-0.021458955987957,0.534272065878259,-0.4909054979423,0.256965679755554,0.120705124689067,0.150335584651864,-0.185291296688777,0.383139720167166,0.169795472855171,-0.229250185309571,0.113798523518638,-0.429459163722912,0.0156187480771175,0.329712692508143,0.225792164328967,-0.0290411347741361,0.404388952936937,0.0773660100575522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
744,8,0.103770458115414,0.429694103595608,p2,C2,0,-0.391378590855468,-0.126165127999844,0.44073504216573,-0.0041511956290246,-0.223492223875928,-0.248179060369647,-0.211587571282473,0.383260969610697,-0.0711696104260627,0.230434178180464,0.358621409145968,0.306847573894027,0.108621409145584,-0.12616512799681,0.272847227376342,0.117860744586578,-0.0556044090847613,-0.370191000582802,0.0692475266048036,0.0776066298196178,0.147995291686266,-0.329936885813257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
745,5,0.103647021628127,0.428672456667774,cm,D1,3,-0.1922943211,0.0215798304,-0.0857578827,-0.217349112,0.2737038688,-0.0096690206,-0.330045511916116,0.24739190383658,-0.462163540459301,0.0185567658043434,-0.125650870397749,0.281941156912503,-0.389886750544965,-0.175728812685684,0.465559884835491,0.212842424354861,0.0787439340661682,0.316489445982768,-0.317609044305951,-0.370014050288423,0.286037977322422,0.316489445983052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
746,6,0.103424436704381,0.426833261092859,p2,C2,0,-0.208562885680601,0.279448687627002,0.317898872625541,0.165476488613198,0.116643823675851,-0.47597037828987,0.492692163274663,0.0548701507544384,-0.260814011571756,-0.40676062175761,-0.129850001491192,-0.0143396057741179,-0.332514288419705,-0.0557357799238074,-0.0581497246393859,-0.365364447626803,-0.0337703950459321,0.168841085500368,0.143106381994851,0.276084090746118,-0.195332006522334,-0.210550113768914,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
747,6,0.103420052094048,0.426797071234516,cm,D1,2,0.0245853901,-0.3141322903,-0.376721829,0.2722817829,0.144659403303532,0.446655325845951,0.144659403303594,0.0653519443693609,0.305095726856027,-0.315950430245672,-0.194904273144052,-0.0380677033234495,0.224877428607573,-0.125299300360049,-0.275122571392524,-0.228718833209064,-0.11468634672749,0.359423687201688,-0.114686346727484,0.152583583013592,0.0644424380208245,0.256003635107644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
748,6,0.103420052093933,0.426797071233573,cmm,D2,3,0.494188445,0.1590138468,-0.2539165774,0.1795192979,0.2524404872,0.237042854,-0.323759567537519,-0.0740564294611463,-0.0737595675374387,0.358956272430746,0.471022682240687,-0.0999118678514219,0.0064578411018944,0.168304768236213,-0.118541817315569,-0.048200991072112,0.346023023822898,-0.316417627159299,0.265804824836581,-0.125766455508456,0.0866760400884675,-0.0223464034145225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
749,8,0.103329340856308,0.426048699696534,p1,C1,0,0.338645701079649,0.101845297632995,-0.461588864368311,0.154775269156046,0.138880066808401,0.0489160798851134,0.0723755743820129,-0.161964050670734,0.205637136330732,-0.319917103297723,-0.398687305264119,-0.158540479429921,-0.0298943976088098,0.547821185059558,-0.161100074891067,0.388156282917287,-0.0608861075826679,-0.0040110992986853,-0.267480983084786,0.0011238927617803,-0.261823397201033,0.207705117584282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
750,8,0.102911268335008,0.422608071591799,p2,C2,0,0.277127019160917,0.131331950396387,-0.131733706524553,0.179129161581486,0.0499122128887107,0.359788092487744,0.095481099747951,-0.0493269805119317,0.141050295925625,-0.458442019058296,-0.495656983288994,-0.0971222727503337,0.118265588871445,-0.253884511922197,-0.472872276235276,-0.301679779886485,-0.336164280933423,0.203025957352879,0.48155759356954,0.107435154622872,0.0726966563180581,0.155230555987876,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
751,7,0.102911268334842,0.422608071590434,p2,C2,2,-0.1382809499,-0.1787064287,-0.3836268632,-0.0984299584,-0.0420815015822675,0.198545563160092,-0.0094740397827724,-0.569871016300998,0.425311036628458,0.100936738838514,-0.123600124891339,0.387536649338616,0.0394371217404338,0.0095544769874482,0.0557411380315639,-0.37465345258352,0.360095858813686,-0.0942808248788197,0.120956935279703,-0.179436095797723,0.294880061562534,-0.28949818166361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
752,5,0.101606358592053,0.411958720512283,cm,D1,3,0.0506708928,0.2752009158,-0.4978800159,-0.1281188374,0.0219588379,0.5060178919,-0.0161792956288687,-0.547455503703644,-0.0161792956281322,-0.344242786519537,-0.316982371490979,0.0751577570130475,0.284623780243456,0.0751577570127389,0.483820704376207,0.115357182896688,-0.0161792956242069,-0.14103006933543,-0.117785654215792,0.0349573061183387,0.0854270629683162,0.0349573061177973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1
753,6,0.100398457014994,0.402222168297854,cm,D1,0,0.0437682118002284,-0.326502678890937,-0.192394161089516,0.28333946382012,-0.366289389641022,0.182941006805154,0.372528847145535,-0.0982911157915203,0.4057842832505,-0.296315045288525,0.181750883046126,0.368913444469857,0.336616918495272,0.241101427240528,0.217662811696393,-0.226103133020853,-0.130127645399768,-0.426900047046904,0.459816163176157,0.0825411964320885,-0.0184981511799084,0.383736567470992,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
754,7,0.100260236019482,0.401115432590959,p1,C1,0,-0.0681981731151556,-0.431073290167583,0.209108611636928,0.351280102969721,-0.187488935359119,-0.138212155493369,0.0409827145584808,0.460560212954549,-0.361347216433567,-0.0383034080857103,0.186294669017982,-0.222678956603221,0.343234626974369,-0.097865859119918,0.464795245775348,0.0616066327507861,0.372855961141739,-0.296186398320662,-0.0136303701170875,-0.238120408399279,0.377234015520082,0.241999234214685,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
755,7,0.100101387151708,0.3998454125004,cmm,D2,1,0.3351169951,0.1108167204,-0.0702374275715446,0.107165216775599,0.129965346731872,0.107165216707259,0.129965346761714,-0.0930375575961582,-0.0702374275417031,-0.0930375575278182,-0.220136039618558,0.44007653162339,-0.220136039886629,-0.425948872141154,-0.070237426865245,0.307367991079017,0.129965347438173,0.307367991010677,-0.0702374269257479,-0.293240331831236,0.12996534737767,-0.293240331899576,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
756,8,0.100066635955896,0.399567840036972,cm,D1,0,-0.0204486553533708,0.350623789371906,0.152872160475143,0.450689874169192,-0.193768834635521,0.250556602043979,0.372435040015793,-0.129737459870031,0.19911454454108,-0.229804099538401,-0.314025700791323,-0.172470163098351,0.0793525190255854,-0.522703410658734,-0.17380648924799,-0.315270370522169,-0.367088480005103,0.150488489964847,0.0257935618578226,-0.329869895332116,-0.454244945082116,-0.0296699878301179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
757,8,0.1,0.399035860131528,pgg,D2,1,-0.3139226247,0.3353262704,-0.3013571503546,-0.219554949836893,0.098642849632666,0.47326537319801,-0.201357150368131,-0.0463498690721932,0.0824113185801854,-0.0729506333001071,-0.0175886814231789,-0.246155714055052,0.182411318586029,0.100254447453407,-0.117588681413955,-0.419360794817266,0.282411318570919,0.273459528219018,-0.0013571503603882,0.300060292437112,-0.101357150349547,0.126855211673965,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
758,4,0.0999999999999999,0.399035860131527,cmm,D2,6,-0.23561246,0.2409738433,-0.0995902125,-0.2557250491,-0.0925001682,0.4606312348,-0.1201127857,0.0113008675,0.168848202,0.4788552738,-0.4618209251,-0.1505505457,0.459755619520256,0.219446868393628,0.359755619519767,0.0462417876370222,0.0597556195202652,-0.473373454633928,0.259755619519669,-0.126963293119809,0.159755619520043,-0.300168373876913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
759,7,0.0990646411682795,0.391605937306121,p1,C1,0,0.02075061466062,0.119366376843727,-0.0527568506172657,0.500129281953769,0.216658497345744,0.36367600564519,0.383434792472274,0.0144703465147891,0.396378726686109,0.212176358275353,0.173188488883906,-0.201285171688117,-0.0107830918800471,-0.274835630493024,0.0175061327168805,-0.0787363385746058,0.370493924904488,-0.183235865997092,-0.0906754816543823,-0.456143155365396,0.0239926274816747,0.317469132685407,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
760,8,0.0989314805793986,0.390553868081174,p2,C2,0,-0.0372903536722658,0.469635195356405,0.0582887318177284,0.0940987732938804,-0.214214153171549,0.381047834128826,0.235212531316993,0.182686134521496,-0.239500810927268,-0.151145717567072,-0.254886422092023,0.148985476904262,0.275884800237477,0.414748491746039,-0.360367160308539,-0.307801636656561,-0.118634461546006,0.0055102015224239,0.412136564187485,0.271273029666145,-0.39113818604203,0.292460938984156,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
761,6,0.0981454303479274,0.384372309740508,p2,C2,0,-0.442478345872727,-0.289616330902017,-0.0978990926727016,0.117180147724722,-0.287057599072753,0.169612594255682,0.354975880209462,0.322215630163988,0.175888069630739,0.241856075070401,0.260067428045083,-0.0354228881835854,0.439155238623805,0.0449366669100027,0.195838558772237,0.437130446086504,0.419204749482309,-0.150337704106101,-0.476215610359666,0.222046826954369,0.0912589186142118,0.0647459150260341,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
762,7,0.0980547874856784,0.383662658408514,p1,C1,0,0.0746154529153713,-0.140727547384971,-0.167365898093791,-0.378051916577391,0.0114818834719205,-0.52563495284152,-0.40489226392828,-0.235969688810858,-0.452326960436382,-0.0456832863470171,0.144556876441045,0.243669800105225,0.304645108364891,0.130397016988789,0.126503884666771,0.0483929328540205,0.142541244629047,0.439769016380673,-0.499760555465355,0.144603390690746,0.0227271131347632,-0.329848052857695,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
763,8,0.0976476011101426,0.38048284753143,cm,D1,0,-0.375960493479805,-0.0718211638733064,-0.0450910630655541,0.314501550600033,-0.230828226309293,-0.202499551666427,-0.230828000205247,0.374850586981967,0.309777043468398,0.156505712155923,0.277475136817728,0.393500355068722,-0.468828621882961,0.247028761862169,0.478906955870462,0.0588569090852629,0.14064574315903,0.254152111300617,0.0834354191436158,-0.430824683262552,-0.0856951872163708,-0.333177082152409,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
764,7,0.0975506348382004,0.379727566611984,cm,D1,1,0.2125418925,-0.0824414172,-0.308731687329278,-0.112110032952324,0.0257494154407897,0.272127481514143,-0.458118830058841,0.0133809508530518,0.209121366726928,0.205499912814258,-0.159344828295142,-0.23760135447401,-0.157622686468541,0.338754635668421,0.392492515229781,0.138870134741022,0.159005805918343,-0.460641978354858,-0.0099568499320168,-0.363091343516652,-0.0099568499320223,-0.558192613193053,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
