crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55
41,3,0.137378305175823,0.753092347550452,p1,C1,0,-0.166842238634875,0.258907614391721,-0.322909639434833,0.0020116305501536,-0.17606489275337,-0.232205864470416,0.214612840784458,-0.359250291046423,-0.037157762345557,-0.469262828202333,0.113952282999319,0.456623578713756,0.430838049685241,0.123876286288593,0.46821117628262,-0.176483975293265,0.209293326445273,-0.0845451806113931,0.163273619271485,0.186330033248357,-0.0483013435997586,0.0110381908312507,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
42,1,0.137199369396224,0.751131813729896,p2,C2,0,-0.140453231419183,0.0316632072191251,0.126997264375719,-0.0296955749554559,-0.407903733551882,0.0930219617685185,0.0007242676323419,-0.27331371497039,-0.281630736808506,0.336640101783453,0.183468265263879,0.238829459090865,-0.464374734440043,-0.175503072277803,-0.260060733847941,-0.358670910647254,-0.0208457353282218,0.421997297460317,0.274840264079678,-0.26086026795467,-0.0557467332558413,-0.541838749016705,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0
43,4,0.137145942589401,0.750546931148238,p3,C3,1,0.313963328319389,0.227901336657723,0.0396714431442155,0.227899925713792,0.384163434191242,-0.189209702032084,-0.426855027541274,0.317683927487861,-0.167673383401939,0.407466518318002,-0.0121653744489619,-0.0414492577205614,-0.356654921669425,-0.0994271112019385,-0.134199854087428,-0.368774883692364,0.0915082607373966,0.497249109148146,0.124981790051907,-0.278992292862224,-0.219510200995119,0.138117334883649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
44,3,0.137145942589388,0.750546931148097,p1,C1,2,0.129652410226504,0.516088367446372,-0.238975103500015,0.403050475000026,0.266797142736294,0.278543928193955,-0.422184402294333,-0.0805878519275564,-0.474021214815167,0.188761332482954,-0.214839572366629,0.0989787367719526,0.111289125329423,-0.170371844916063,-0.0258580273360022,-0.407914886890974,-0.163002759845794,-0.170370447638557,0.318633955257128,0.009194743783445,0.0594523128085896,0.0989773394944466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1
45,1,0.13714594258913,0.750546931145281,p1,C1,0,0.0661358052509164,0.518876595997706,-0.22652066830526,0.307504545526559,0.377153019006965,0.159743740954548,0.11797168686199,0.249527232433828,0.0142979995498147,-0.468737366778507,-0.296719214206047,-0.109604511735416,-0.0375378820610651,-0.199388003214625,-0.0893737636720522,0.0699613603492351,0.221643450083893,-0.289171494693953,0.428988900617904,-0.109605622609325,0.169807568472943,-0.0198221311300497,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1
46,1,0.137145942588907,0.750546931142835,p2,C2,0,0.0899720925476946,-0.446286430478101,0.0046628130265977,0.0606070206116705,0.263844190318471,0.150390381762204,-0.339829135816136,0.0026296293208375,0.40098948689199,-0.087153731829696,-0.132483775576685,-0.176936347026497,-0.184319792629106,-0.446285684524366,0.349153469839568,-0.356503069327565,-0.202682547212853,0.240172996959005,-0.391665152868558,-0.266719708177031,0.05649883007902,0.329956358109539,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
47,1,0.137145942588774,0.750546931141378,p1,C1,0,0.452008115168013,-0.291661899079757,0.192826594369285,-0.201878952198334,-0.340646811606677,-0.11209559131729,-0.0663549264294411,-0.11209600531691,0.140990146795863,0.0674703024455633,-0.392483259180099,0.157253663326606,-0.185138185954793,0.336819971089079,0.089153699222445,0.33681955708946,0.05568029324648,-0.439422485813938,-0.203501227552246,-0.349639538932512,0.348335220021172,0.247036610208032,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
48,2,0.137145942588765,0.750546931141276,p1,C1,0,-0.282767713981599,0.0509926321395516,-0.230931279731263,0.320341889347463,-0.127259066124585,-0.397922922574709,0.391103966590793,-0.218357003171585,0.235595318733778,0.230558551542677,-0.334604148231937,-0.21835662506836,0.0282502366264259,0.410124849049026,-0.0754226318742477,-0.128573665366798,0.183758884483441,-0.0387907056652356,-0.0235861976239104,0.140775591841114,0.131922450233104,-0.308139962873148,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
49,1,0.13714594258876,0.750546931141224,p1,C1,0,0.0869516045354375,0.0852412203084116,0.346133029769279,0.175024443061844,0.0351154436566229,-0.184108089509868,-0.309375452867158,0.233001917391442,-0.446521705875691,-0.0045416440030046,-0.239176441520663,-0.184107731067854,-0.0501940276333157,0.322785140144873,-0.498357866754504,-0.273890953821285,0.242460708011654,-0.363674176574716,0.208987397600526,0.412568362898305,-0.0167207172221878,-0.453457399328148,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1
50,1,0.137145942588744,0.750546931141053,p1,C1,0,-0.267671065658465,0.11110979263465,-0.404817258061782,-0.126433803750294,0.198855615272479,0.0213268833355136,0.009873236016681,-0.485566017869057,0.0617094228691656,-0.216216713049432,-0.0084896317667502,0.200892990394896,-0.215834878805981,0.380459097454276,-0.19747201102255,-0.305999910809675,0.336001308046503,-0.216217001510538,0.250691802124965,0.290676188155139,0.043346555085734,0.47024229521452,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1
51,1,0.137145942588728,0.750546931140878,p2,C2,1,0.2409438156,-0.2170228592,-0.225704160101449,0.363640804356802,0.103676684801449,0.0363137499969732,3.9547211606e-06,-0.502384791057775,0.377968569978839,0.0363139416271119,0.0334773331861356,0.453423830655881,-0.155504808486135,-0.053469276302106,-0.20734117352628,-0.322818546829479,-0.41468630177372,-0.143252302601184,-0.362849936733576,0.126096967926189,0.240822461433576,0.273857586427587,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0
52,2,0.137145942588716,0.750546931140742,p1,C1,0,-0.24838746666247,0.106087092141712,-0.0259318598773851,0.37543642116957,0.233249604527587,0.285653311493616,0.0777406969073092,-0.163262153235902,-0.455732652675094,-0.0734790853850706,-0.19655118827012,-0.163262195061022,-0.300223745054815,0.375436379344446,0.336922161312281,-0.253045262911853,0.492431068932559,0.195870201817664,0.285085882919934,0.0163040242908812,-0.0594052094597879,-0.40080591476404,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0
53,3,0.137133033455936,0.750405644365286,p1,C1,0,0.167069568435441,0.45988673266216,-0.338429522808742,0.276226275845759,0.453994503200818,-0.179250824241636,0.0068375373461035,0.167897736028568,-0.0822812098719822,-0.0914856180124866,0.391082685209419,0.230858557718246,0.230197755178789,0.0087371612964964,-0.340135357441354,0.0019655138189716,0.192818288148204,-0.262969759675013,-0.0617697103343019,-0.364983614067346,-0.104090879462394,0.418729874726281,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
54,2,0.136935153707463,0.74824157138345,p1,C1,0,0.254568119626661,-0.259873896114483,0.105158534695774,0.484074585019019,0.0811770205850336,0.18855333186083,-0.247097932602295,0.10445800551839,-0.029565175329676,-0.0619284266118202,-0.418545839027339,-0.109108285515845,0.331559195024222,0.0029517487390459,0.0915504397146038,-0.479942479332618,0.340482295195746,0.276676653647013,-0.128732242395323,-0.317214223500663,-0.136355736687408,0.354939763991133,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0
55,3,0.13683610591388,0.747159528218989,p1,C1,0,0.382928730869715,0.104106894871809,0.0420709842644196,-0.539274796423023,-0.128543333625821,-0.0902592338655717,-0.457084273525577,-0.171917812317329,-0.112990972703767,0.223258959286077,-0.240942575727346,-0.339784563044199,0.156189731440597,0.272637376059434,0.100013514161719,-0.271806774491802,0.355091451839525,-0.370961831028199,0.12972986943059,0.0002472968915049,-0.344685031424054,0.0776075168612977,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
56,3,0.136818325528279,0.746965370086218,p2,C2,0,-0.333480040618187,0.133229475571317,-0.165062200177282,0.348896922866155,0.498102118940923,-0.0824379717235318,-0.0278765377589747,-0.0022982503760933,0.360916456522616,0.268757201518716,0.0273229219529761,-0.38004503346363,-0.194283003189346,-0.219521419178178,0.268926053288876,-0.251573465674734,0.0641138654747595,0.518032416817356,0.244766928440213,0.0209946056175514,0.0882729903234271,0.245464345525071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
57,3,0.136813670794551,0.746914545523891,p2,C2,0,0.220286946172157,-0.114039884322959,0.198072842664205,0.158684254085174,-0.0114999562829229,-0.259459119348451,0.429859745119284,0.304103489110667,0.187944624520979,-0.446792461957494,-0.269584835684614,-0.374588572064724,-0.0744016040971553,0.183776044121168,0.492761392933518,-0.139131674358937,-0.0408201055818174,0.455334886773335,-0.236003337169279,-0.103029729412555,-0.345636873994356,0.147674099174777,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1
58,3,0.136812801621509,0.746905055303769,p1,C1,0,-0.39872131196943,0.111462893534677,-0.0927941392362995,-0.260442744252139,0.164766119218087,-0.372365629198553,0.170822862900324,0.367753659851217,0.103361190943693,-0.0696704789930459,-0.127186412520332,0.0777024265462717,0.365095669674125,-0.185981504434159,-0.364358148762262,-0.22691723932992,-0.102238356954456,0.350188325766007,0.328912404780267,0.0852411754650868,-0.0576131275737148,-0.531797248855442,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
59,4,0.136794743526479,0.746707898426938,p1,C1,0,-0.0360702353693342,-0.300056934914189,-0.290722330292497,0.386011846701187,0.312336831455003,-0.226577141772026,0.344569698001474,0.0526335565051408,-0.0188022465158932,0.188624796690112,-0.393780609804935,0.132575072633496,0.0847682007624099,0.44185269775252,-0.424791535195711,-0.150750287649096,0.332599462582956,0.325961054005714,-0.177129256920886,-0.0344979614546321,0.0952642249974126,-0.0600517954982257,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
60,4,0.136792166879852,0.746679768921118,p1,C1,0,0.452147797920128,0.116142772314879,-0.0842473220236866,-0.426139437114742,0.187259621124573,-0.459790105771557,-0.0351395746725843,0.266976645858644,-0.117198523321051,-0.0882571694320872,-0.389652862281468,-0.113097074029318,0.144246349481835,0.473541594226,0.179234055060788,0.0969991927841777,0.142564003968319,-0.174116456029422,0.394384275553177,-0.281050727886897,-0.27493768121003,0.135275257180321,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
61,4,0.136785469304146,0.746606653303934,p1,C1,0,-0.461469846167578,0.0130440603819698,0.264988404132735,0.0170402613597831,-0.0272714140708345,-0.27392386516648,0.235382479299664,0.353585979508815,-0.021649064857109,0.466246778529989,0.0358245847231646,0.166455797113733,0.245701832438286,-0.255849985082439,-0.222437884021116,0.280437982856194,0.0069673881396864,-0.54534376656321,-0.187928030006042,0.0090524113405361,-0.298856322910856,-0.241019522878892,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
62,2,0.136655600547152,0.745189619030476,p1,C1,0,0.325766403293463,-0.22403009142041,0.185732078013916,0.300422684316654,0.49724811757076,0.0500795924819845,0.0582935749831631,-0.420993461442577,-0.0731457247767141,0.388065686695172,0.0193428425390215,-0.150472014814631,-0.24899807115887,-0.0514488070394036,-0.195460236287239,-0.319465061921224,0.224682810458047,0.0299012376886822,-0.0341949923325842,0.117544240067198,-0.287948803602963,0.219072639588556,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1
63,2,0.136655600546637,0.745189619024866,p2,C2,0,0.0611530976181819,0.480995455662825,-0.221931947068734,-0.156436651152354,-0.155761857694902,0.252402158693564,-0.3756881874665,0.0695235913280277,-0.0020056172971362,0.0264419162131829,0.370557692635392,0.171051219478127,0.251748502600972,-0.0750857119369164,-0.168393862149699,-0.424452856084538,0.290700057386063,-0.34560704015869,0.0369459374879521,-0.244079412008592,0.0853602577484115,-0.525980484234636,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0
64,2,0.136655600546518,0.745189619023561,p1,C1,1,-0.1025246104,-0.2824989401,0.0034349927397443,-0.0238506917273104,0.160170706667832,0.438494720408247,-0.165932294212592,0.190657431087009,-0.458636410438595,-0.181392751379157,0.326560316562515,-0.0123999510831627,0.36551073817607,0.258121540297918,0.119264432788517,-0.506375172401435,0.172802173171328,-0.238358898646238,-0.112394553829781,0.458673704842206,-0.419685988825039,0.0891287400019236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0
65,1,0.136605307078657,0.744641214516986,cm,D1,0,0.332549672346416,0.315841635070813,-0.195327018339536,0.0432611148238181,-0.0772662500926116,-0.292286750811722,-0.0170736899884417,0.250311327622488,-0.304055636241437,0.400098667312641,-0.440660941937679,0.163491334070719,0.177399826129881,-0.193346216602244,-0.0587217124431958,0.520328886151237,-0.331932326473735,-0.193346217010548,0.195944364212218,0.0792343032364466,0.422733749928122,-0.0731159977636487,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
66,2,0.136534802116122,0.743872761905191,p1,C1,0,-0.346111078013353,0.236281981193925,0.380395175141172,0.0971293707284987,-0.476776423172342,-0.135608800672957,0.153659766549075,-0.0550483649825291,0.25100425996723,-0.31017785829273,-0.187952656388271,0.0136771240485739,0.0243237513483427,0.185449460220846,-0.231618933859864,-0.255878556595364,0.0059016706282371,0.457896951854566,-0.0042709459407266,-0.407139593034875,0.251059159940498,0.337627195932045,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
67,3,0.136498660091449,0.743478994031587,cm,D1,0,0.493470731677356,0.0213941486227705,-0.489925462365066,-0.276868586874368,0.0100745376526927,-0.546368518966121,-0.233531948139725,0.0213941490648054,-0.218154349498935,-0.302714264241378,-0.218154349498835,0.345502562370801,-0.0065292683226917,-0.13025452446364,-0.0065292683225951,0.173042822593095,0.238303675311749,0.293808573277599,0.238303675311612,-0.251020275148239,0.220473411494439,0.0213941490646763,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
68,2,0.136486368141731,0.743345096820848,p1,C1,0,-0.16016337179199,0.117812207836251,0.112754500767632,0.112339585829218,-0.132743072924735,0.389404258463866,0.0978161978817139,-0.432851198944905,0.382686966105244,0.15296690312757,0.365923307595526,-0.152961296357063,-0.400100022618687,-0.0123589039519205,0.0930392891189582,-0.159920262814954,-0.413582847889332,-0.31388543775609,-0.174829269340787,-0.446213981480966,-0.179606178103543,-0.173283045351008,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1
69,3,0.136424389389132,0.742670140898546,p1,C1,0,-0.104393797379729,0.060048531205784,-0.226745206686801,-0.183829693983271,0.0225788304591588,-0.29466281440326,0.384709676149275,0.335908661041236,-0.369449774104273,0.217549545713404,0.492769755705873,-0.0179562888535192,0.218835265577332,0.119270400343259,0.0179633108880712,0.303923897196555,-0.478394393800209,-0.289277039639529,0.254675688898637,-0.151214202059511,-0.216488460607335,0.44349045093885,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1
70,3,0.136409375807297,0.742506687348242,p1,C1,0,-0.072455970547412,-0.117110164946419,-0.344691955703137,-0.13493261199848,0.199779694133837,-0.0992828233558479,-0.326620327164042,0.171482207305839,-0.0583629037392159,0.460465985545507,-0.0542827136436117,0.18767774664689,0.171069214900241,-0.370586674443022,0.21850231527433,0.191967179103387,-0.0472962350338345,-0.534130556956658,-0.285577874821298,-0.401269985782421,0.439178223144142,0.0315545395812239,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0
71,4,0.13637970384208,0.742183700217867,p1,C1,0,-0.297883292588784,-0.154784223593981,0.205510995573432,0.412231083659443,-0.279019811003865,0.143574422203568,-0.006877206487945,0.161907378526575,0.448837916486928,0.125236538089719,-0.0221863584580001,-0.469572896699981,-0.0253262546246452,-0.144279199251755,0.195188357796846,-0.30481268544332,0.209044910385568,-0.0047519564208306,-0.0667919228865928,0.428004956943064,0.429559522807057,-0.1652854426125,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1
72,3,0.136272420075206,0.741016474561561,cmm,D2,0,-0.420503897239001,0.0932710644022344,-0.262440558766269,-0.128757471879634,-0.0337545808296808,-0.524853204736036,0.107434592347587,-0.17927377586568,-0.050628745988583,0.042754760513407,0.220685275968316,-0.427174910498121,0.479737767587981,-0.279032110967555,0.207192927594915,0.193029399604544,0.343465347541837,-0.0430013557101485,-0.0365678408836946,0.314936649771758,-0.276501463933409,-0.400939361134769,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
73,4,0.136193556519718,0.740159040843627,cm,D1,0,0.297686487795665,0.19988438865574,-0.0661191071621523,-0.430247345469751,0.161493779800174,-0.0360102607935713,-0.307162308998863,0.2861433959799,0.420559597750451,-0.185456095318266,-0.436627940883834,0.0464907525340494,-0.200733781328179,-0.0897028039856685,-0.320977607620272,-0.33411262700552,-0.0491905788045751,0.136636315741453,-0.0638675717719541,0.408627722273707,0.177264860523541,-0.307940421612072,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
74,5,0.136152677650659,0.739714785998601,cmm,D2,0,-0.17583746694571,0.111660969531015,-0.193202236129122,-0.455663745496152,-0.434519788953455,0.261011277776784,-0.311991147511785,-0.124161806710146,-0.0570485891061697,-0.219840949888673,0.170646055594812,0.174537743344771,-0.0396857922129283,0.347484903840568,0.429327454040437,0.0251879683152006,0.201632809341741,-0.369190724914284,0.444820830915982,-0.246676265814208,0.186139432466196,-0.0973264907848752,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0
75,2,0.13593725295242,0.737375841646187,p1,C1,0,-0.0132995250233416,-0.259092623033575,0.0413121859443334,0.104497120989008,-0.344342359829698,-0.267158301181969,0.40351071955558,-0.1654839318182,0.0077373600914379,-0.530152019523856,0.309357375407142,0.149967148115362,0.0032913124196342,0.373699944409274,-0.222094294842901,0.221656940624485,-0.436220341933035,0.0541284865680007,0.231963240829117,-0.376403844352781,-0.184073421318271,-0.0475458827957487,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0
76,3,0.135926431650599,0.737258448528916,p1,C1,0,0.418041842368358,0.0750936918690242,-0.320114329601973,-0.0340588901224027,0.0907762702819246,0.0636134465566514,0.0363330469137861,-0.299088484277353,0.0702120575141617,0.334687407752316,-0.231563825182843,-0.345297197806074,-0.425934006552834,0.297715441851523,-0.200249957344343,0.449276285138716,-0.485963791716806,-0.249460689560761,-0.154262772801937,0.181341296488627,0.262017096122508,-0.147527640990267,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0
77,2,0.135763173396019,0.735488502198021,p1,C1,1,-0.2014218915,-0.2925014953,0.0151323377571934,-0.541683436920265,0.0749701094368141,-0.276832539087828,0.200889145809757,0.154403739254051,0.455287359485312,0.0594926973204034,-0.461237196635769,-0.198883786267883,-0.279214320047251,0.0025963105175943,-0.0085053344421855,-0.0184560554995687,0.32936832311232,-0.371743581021531,-0.125627943464063,0.226510986075699,0.0837665367878726,0.399370780829327,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1
78,1,0.135705445108495,0.734863156403451,p1,C1,0,0.0818559096555094,0.217035968137176,0.347568920831574,0.0256018631051596,0.483865096772955,-0.263916784248678,-0.385927864773878,-0.025778172373633,-0.323090337746077,0.385109279474585,0.0051646353709383,-0.0433144107316466,0.424260195121899,0.285952241971997,-0.287937051885735,-0.410850823775255,-0.181959769471862,0.153277370482026,-0.0352875847536625,-0.311693786272174,0.217361882378339,-0.212536748769558,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1
