crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55,contact_graph_56,contact_graph_57,contact_graph_58,contact_graph_59,contact_graph_60,contact_graph_61,contact_graph_62,contact_graph_63,contact_graph_64,contact_graph_65,contact_graph_66
37,4,0.131986794045734,0.758335604629331,p1,C1,0,0.209830089976248,-0.425721572558044,0.388929786696053,-0.104038929692134,-0.33285878255325,-0.101977367423695,-0.394370937164902,0.154729294050074,-0.040542084361368,-0.230594306787932,0.079375744929146,0.271361558489934,0.1004279278248,-0.0074138621380529,-0.133387201654456,0.115111810422964,-0.271354928072147,-0.358686017636233,0.31319087440833,0.14883588592889,-0.0353225491207135,0.509114279929557,-0.0450178306077415,-0.494529948385326,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0
38,4,0.131960946243304,0.758038614469027,p1,C1,2,-0.301941946073884,-0.325830102246082,-0.1171083276,-0.1224446619,-0.296784878758439,0.387109055736472,-0.0493640986737894,-0.402375489673723,-0.0343559158759229,0.41514126531973,-0.487421322236084,0.0474125649738547,0.258056727571303,0.283183775542865,-0.236786205113257,0.130097529740979,0.0256427577692623,0.158129739324237,0.405640801945965,-0.193873688362837,0.143211839063449,-0.221905897946095,0.250149714881396,0.0193803553905974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1
39,2,0.131960946241548,0.758038614448859,p1,C1,2,0.299436723,-0.2612895412,0.0645130681,-0.1334509847,-0.398364768543171,0.316440677374202,0.49664090741583,-0.0840731622942202,0.272133885527477,0.054676116819879,-0.0952898458232755,-0.373871097826438,-0.135935781879733,0.344472664293805,0.0195551242429177,0.131218488613663,-0.242873862420521,0.103186501694058,0.0566412372018773,0.524941102125745,0.212132143324528,0.311686926445604,-0.250780751945928,-0.160616922146296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0
40,2,0.131960946240876,0.758038614441135,p1,C1,0,-0.433671242186757,0.234383755175567,0.341821585537876,0.0956347194020938,-0.123035712914527,0.408708692310144,-0.136099498755718,-0.346599145646025,-0.243038054619473,-0.105313193711554,-0.467545226894842,-0.244062229485025,0.139393328968914,0.380677222364942,0.281820029147409,-0.16137613360196,0.0793925436544343,0.1236661893473,-0.183036498229008,0.151697659292501,0.0193909872639682,-0.133344663656755,0.126329543127723,-0.374630615591229,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
41,2,0.131960946240861,0.758038614440965,p2,C2,0,0.368756859089465,0.142793180841491,-0.335283150172798,-0.0554365716107508,0.0127838142379254,-0.0882234194287056,0.0206898946787412,0.175580028659446,0.360850778648652,-0.12101026724666,-0.327377069731985,0.2083668764774,-0.134799822713563,0.388835071076725,0.168273531630229,-0.301478461845985,0.213267141697163,0.356048223258771,-0.179793432780496,-0.268691614028031,-0.0243037153881928,-0.481946656445311,-0.442222575695141,-0.296722138108388,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0
42,4,0.131840702954227,0.75665778883583,cm,D1,2,-0.0566622626,-0.3888946763,0.0840315547,0.1072259926,0.393792916524987,0.162124466416137,-0.163999483211831,-0.0931842106333078,-0.286222265024844,0.205737075524042,-0.418062967978705,-0.286299126406918,0.353582235998955,-0.154458423452727,-0.0578674690022408,0.337577778477774,0.213777734975727,-0.396606922351942,0.20565022249129,0.346868100957635,0.0900645445054109,-0.163748745932229,-0.418062967978748,-0.0226177204984625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0
43,4,0.131761264421133,0.755746239140563,p1,C1,2,0.3320813878,-0.262904183,-0.1320326332,0.331652209,0.0683120002332823,-0.176139102212897,0.287030567827686,0.0064804196855036,-0.195518498904662,-0.0412867658118741,0.142885570923305,0.326031463058422,0.39808274255564,0.260315964138608,-0.302170275954247,-0.282262950650936,-0.461523413717606,-0.0723803627776314,0.101037526021362,-0.437621727198415,-0.354871636668023,0.16859582206143,0.0355852282832612,0.0853433668077908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
44,4,0.13174456703722,0.755554708107761,p1,C1,2,0.0597242406,-0.2644620845,-0.1716996112,0.474126537,-0.414477804433257,0.30489414171212,-0.158745911886794,-0.462340496024244,0.246338183595028,0.0260620749831635,-0.0150837075461831,-0.0068790635437692,0.441860377448965,-0.150566335771852,-0.364173318587787,0.0277692935963001,-0.209048583199892,-0.185216246396755,0.0912134482071342,0.239047614976222,-0.170208442934078,0.206106476449286,0.0969851128368622,0.50247352801953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0
45,4,0.131697022207033,0.755009467585287,p1,C1,1,-0.2252065716,-0.1944793161,0.0182280041973716,0.341017255972946,0.456430107329215,-0.142302508724055,0.310417691007388,0.0859663396145368,0.267392217069297,-0.325717608099428,-0.354526510721855,0.0411069304390111,-0.0916413635752506,0.0574721998422332,0.121376986698787,-0.097445859400283,0.273712304687022,0.405081246139986,0.499458259069237,0.269378679057107,0.0041071523305688,-0.333293709889096,-0.237256676191782,0.27695478084704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0
46,3,0.131673295420284,0.754737444199714,p1,C1,0,-0.286863405186268,0.272580414611761,-0.0832424073555708,-0.0513896931465477,0.19568589525118,0.0660177776666301,-0.083192173993074,-0.331368745627465,-0.0273960689328966,0.205967283429046,-0.332470395527217,-0.136459293000217,0.398857311312568,-0.143786809175449,-0.472980965835461,0.0862697049749036,-0.100747022520749,0.458892301003632,0.139839556828417,-0.191339198909035,0.162496270839113,0.466267625296968,0.348878688219959,0.280221874475775,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
47,3,0.131491848660611,0.752658809988505,p1,C1,4,-0.0090204007,0.4045933378,-0.194797434,0.2040921674,-0.4192382803,0.0542274034,0.0560444264,-0.5422807147,0.128065399487632,-0.275211723654871,-0.354317698590786,-0.209467255674184,-0.126567164561575,-0.0779753574212862,0.241940905060776,0.297315866621534,0.382698604088039,-0.209467095192398,0.312320993439192,0.0439247298061612,0.0576877876740526,0.109669353757546,-0.126567107297332,-0.340959054742503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
48,3,0.131491848660127,0.752658809982958,cm,D1,0,-0.0311423763083332,0.121868486817171,0.284604216784544,0.0817628393828879,-0.346888969401211,0.081762839382888,-0.0311423763083333,0.384852184137426,0.284604216784545,0.344746536703142,-0.346888969401212,0.344746536703142,-0.0311423763083335,-0.333632638503823,-0.346887631875583,-0.293528304420799,0.284602879258917,-0.293528304420799,0.468857623691667,-0.105883389194585,0.100349472351794,-0.105882075843326,-0.162634224968461,-0.105882075843326,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1
49,3,0.131491848659806,0.752658809979283,cm,D1,6,-0.2470688542,0.3997451924,0.3524267746,0.167567108,-0.1136464658,0.1675655758,-0.0141534302,-0.4662807834,-0.3806092596,0.1655455062,-0.3806103968,-0.103365044,-0.064864958957981,-0.150521217413487,0.303643916124633,-0.150521217413505,0.119389478583331,0.30010769647779,-0.249118672756854,-0.338167144646712,-0.0121023700764652,0.527858259137737,0.119389478583335,0.0371239991581768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0
50,3,0.131491848659673,0.752658809977763,cmm,D2,0,0.0509467534056007,-0.268765930354342,0.278697315777546,-0.400257779512441,0.366692676399654,0.278122053180781,0.462951391508773,-0.0811203594434994,0.235200829136827,0.0503714897145999,-0.405556761228401,0.146630204022682,-0.27406491117188,-0.08112035783056,0.103708979080307,0.278122051567842,-0.203686116769674,-0.334511854045895,0.033330185910979,0.531513548125605,-0.150923891053126,0.212376127714235,-0.0194320409966051,-0.0153744341390071,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
51,5,0.131491848659673,0.75265880997776,cmm,D2,2,0.4583530674,0.0746297129,0.3244218219,0.3066054302,0.0756415303101627,-0.356270412315187,0.0228793032996728,0.190617570906889,0.207133378969837,-0.128519849655476,-0.240104394019673,0.190617570906887,-0.178991339700308,-0.29052448798535,-0.310483188359981,-0.0627739253256394,0.461766248980307,-0.194265773985313,0.0932580976399802,0.444009067139415,-0.169725599679367,0.444009067139414,-0.0474994910406333,-0.0627739253256384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0
52,3,0.131349908180456,0.75103475354681,p2,C2,0,-0.14524471684736,-0.467699256022801,-0.353994551735974,-0.308216655247565,0.440050743277234,-0.0805510844048496,-0.439290011860568,0.170660576918923,-0.0901260100311781,-0.210846921645694,0.0908867414478449,0.300956414159767,-0.24440871867675,0.346820944434037,0.245169450093418,-0.256711451919965,0.104755283152641,-0.0346865541305825,-0.103994551735974,0.124796046644655,-0.298875844919793,-0.0513643208704585,0.299636576336459,0.141473813384531,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
53,4,0.13129921435774,0.750455149401339,cmm,D2,2,-0.1023052467,-0.2152301227,-0.1892739884,0.4123298129,-0.145789617989563,0.0985498394277661,-0.395789617990308,-0.33446286246486,0.169859990068412,-0.220754407841599,0.0385607740059855,-0.448171317118881,0.169859988213613,0.0418440208738815,0.397276899402496,-0.0894551918775561,-0.46143922424953,0.155255657950076,0.311143864616744,0.286554870797049,0.0488052889574902,0.274875552113431,-0.34038452493534,-0.0777758732593088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
54,4,0.131251275411942,0.749907248772026,p1,C1,4,-0.2041895296,0.0372459558,0.05597377,0.1401995509,-0.1586342708,0.3039982156,-0.4641782297,-0.0429231923,0.0027015147196914,-0.140813894839797,0.0610949954076784,-0.497905654154177,0.201787665126054,0.375721194684264,0.0072740969863065,0.551993883999966,0.248214923555629,-0.047912036565574,0.377393908404886,0.180605750624749,0.244796773202774,-0.310392331896884,-0.24281249200302,-0.233714173052547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
55,4,0.131195489702455,0.749269918316848,p1,C1,2,-0.2859935521,0.020219488,0.2875375598,-0.2084078418,0.195803372476098,0.0851750507474189,-0.0009183041970106,-0.100576885602444,-0.250918442162028,0.33243561382117,0.0517864677344523,0.394586790734322,-0.417249273974288,-0.210881055528673,0.433568480986341,0.276540174720608,0.448518068027768,0.0145754138836617,-0.207081939158323,-0.367975668578968,0.0550761774750256,-0.356923611923164,-0.0569126700080339,0.155769866026069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0
56,4,0.130750905485335,0.744200396991246,cmm,D2,0,0.476975585189971,-0.0648655434149996,-0.296557203373791,0.0658853620703363,-0.129890530444153,-0.22278977807321,0.0367761326473007,-0.511464908782451,-0.356357741880391,-0.353540683558546,0.310308921211063,0.223809589516651,0.385797995776912,-0.309957045368381,0.219131322229902,-0.0212819088772574,-0.0387129410310941,0.0223017238801714,-0.20537960439263,0.310976860464245,0.0524646579500661,0.26739322227408,0.127953732816844,-0.266373410830638,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
57,1,0.130719735018222,0.743845610783513,p2,C2,0,-0.274841363400199,-0.0500396371975513,0.375610255885538,-0.301741826031852,0.0501859633729919,-0.045171147280838,0.0505829291076042,-0.306610315944018,0.0954385562429387,0.311745604789955,-0.494669663758793,0.202498335764701,-0.160250291492729,-0.46120640122523,0.261019183977134,0.109424937995276,0.463778686994362,-0.0556180274085858,-0.363009794509303,-0.296163435821035,-0.115394664361185,0.157149519513552,-0.28383644315836,0.357094421045625,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
58,7,0.130656157472581,0.74312222532533,p31m,D3,0,0.478371669627325,-0.172065594214074,-0.0216283303726748,-0.172065594214072,-0.0807641181136621,0.0824674774097396,-0.330764118113663,-0.350545224482479,-0.0807641181136621,0.439426737946553,0.169235881886337,0.006414036054333,-0.402284487845256,0.130290950205565,0.0977155121547436,-0.474422138633711,0.371412409090513,0.260947107678146,-0.271628330372675,-0.0960121528586663,0.228371669627325,-0.24811903556948,0.11010009414535,0.260947107678146,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
59,3,0.130404165299486,0.740258519457247,p1,C1,0,0.136776564417594,0.314849773464134,0.197601341305428,0.0612332680341621,0.0261496117205482,-0.168216474273897,-0.23306618581586,0.274481590825517,0.0131175705937845,-0.531557982969468,-0.45020827950488,0.0762504731936982,0.227735468039478,-0.333697977294663,-0.42404686837849,-0.297558802540943,0.381885973031452,-0.12332068022913,-0.0627312032743126,0.0769797451824668,-0.256141120914869,-0.0979876491177962,-0.167260305919875,-0.343183868574083,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1
60,4,0.130350714303624,0.739651798868956,p2,C2,0,-0.420524412097303,-0.243249535386011,-0.231501555465021,-0.422792272773174,0.390452731472367,-0.0637067977862317,-0.412938155742323,0.229944697383111,0.0718893315484248,0.149581635841879,-0.210489034940333,0.0656900525040046,-0.130559789274913,0.313836280694678,0.03997424273406,-0.37966699253131,0.118976933212147,-0.106832078002408,0.289470171548522,-0.304056038411475,-0.130518995602316,-0.182443032122244,0.329475587906687,0.189763166589184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
61,4,0.130336803723473,0.739493941097564,p2,C2,0,-0.134198815807695,0.0961950136300099,-0.396365292833336,0.161509135134245,0.127967661217676,0.03088089212562,-0.466622373061055,-0.0895180990402175,0.198224741443952,0.281908126300503,-0.195260977130934,-0.157225865687797,-0.0731366544860388,0.349615892948192,-0.0862820826184388,-0.437442737281052,0.317884451001419,-0.236192639243233,-0.384198815808514,-0.336817688261988,0.17389708333006,-0.45349051675354,0.0577052850529045,-0.220144859770742,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1
62,1,0.130176873977223,0.737680262762967,p2,C2,0,-0.245243319937571,-0.316185497997016,-0.0051716768123869,0.564716846544412,0.128943384495942,-0.438857706234354,0.120641618754046,-0.17863634900268,0.0277398920611597,0.125992935682058,-0.278154888811168,0.122538412865357,0.229348758529941,0.290728903324527,0.271209858190942,0.0337625195131423,-0.479763755279946,-0.0421975547771234,0.478375145059048,0.214768829034261,-0.122828347375735,-0.086405932833765,-0.127586649374272,0.334937281381183,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
63,3,0.130173724064944,0.7376445636417,p1,C1,0,0.24853639822245,-0.04382868635534,0.1373423325085,-0.279236149061521,0.466471525773302,-0.186254364964015,0.185321236101161,0.208727519321217,0.0147623698031306,0.423941431208966,0.469188662212999,0.282119029225042,-0.0268955066201267,-0.0772294017828619,-0.353112746115196,0.0918455306352016,-0.0733172233404499,0.17894596386435,-0.226599170755266,-0.412302417118574,-0.27489001478512,-0.156472809507093,-0.277180358505384,0.340873774534628,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
64,3,0.129903333808672,0.734583350507567,p1,C1,0,0.212742601475131,0.428914729395763,-0.172919726654608,0.194172075587479,0.0449879001481356,0.052694972423661,0.273500984243039,0.176312426433463,-0.0331925334305296,0.512672797409329,-0.273407847990724,-0.0454143222083222,-0.103285148252137,-0.241775651324025,0.396833550060782,-0.103146380339734,-0.472552848975546,0.121441223462732,0.150208623255609,-0.184851031472785,0.220182539764297,-0.435057257508159,-0.0333112317434503,-0.491981877359401,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1
65,4,0.129826860762357,0.733718718479876,p2,C2,2,0.4097559887,-0.00256957,-0.0901512763,0.1588950937,0.159800591048434,0.0781534774534402,-0.340199408904405,0.0781534774392633,-0.422039814223646,-0.205569599755201,-0.258359003587383,0.361876554631996,0.23993646926532,0.325131808737872,0.0796647129237159,-0.168824853860897,0.495497477924789,0.279212031358304,-0.175896295735797,-0.122905076481573,-0.0040070038985473,0.414079192074222,0.323608186087518,-0.257772237197427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
66,1,0.129790089055688,0.733303145485779,p2,C2,0,0.194275002686312,-0.450668850361446,0.447684596213688,0.140194140199966,0.380979363712526,-0.270326535742479,0.260980235187473,-0.0401481744190003,-0.0830500642295188,-0.0512678470243586,-0.274990336870481,-0.259206863137121,-0.173197779858481,0.192156182675286,0.31515737875848,0.363394510947673,-0.338935315655469,-0.0076260440023529,-0.0191050854445309,-0.302848666159127,0.0826874715674705,0.148514379653279,0.059272127332529,0.407036313969679,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
67,2,0.129761634016245,0.73298164354766,p1,C1,0,0.184330087848019,0.440604233130652,0.167543219480796,0.181624450713777,-0.442349800477338,0.247699649499602,0.0744370678899277,-0.359345971867978,-0.073335767832347,0.409610145520207,-0.32993432398369,-0.0410416529962661,-0.192121102220372,0.178867061150112,-0.148667700808168,-0.226769243765211,0.46468192011598,-0.199691706455359,0.390647988178935,0.0490477226109623,0.212250289653202,-0.139437257721651,-0.0108544790449452,-0.0068605296188474,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1
68,2,0.129731907556804,0.732645851639654,cmm,D2,1,0.0239483199,-0.2692420528,0.29167616533371,-0.264470020023375,0.161944257776906,-0.0397677647721618,-0.273189788742625,-0.152118892474694,-0.208323834666291,-0.403343651117379,-0.338055742223094,0.0991058663218427,0.47681021177618,0.280893809719389,-0.0231897882218003,0.280893809119159,0.0416761652513631,0.532118567917582,-0.0880557423054406,0.0296690504783606,0.226810211860546,0.211456993868637,-0.273189788139454,0.350330624962641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
69,1,0.129621192803582,0.73139588786338,p2,C2,0,-0.4046281213499,-0.0945600291199276,-0.139879093933434,0.298109243798074,0.0263196339432086,-0.175784100615006,-0.070826849226542,-0.486692088491286,0.382817653459349,-0.242976052004427,0.0726751312573176,0.446525266682574,0.451428084324712,0.121047945153993,0.0040647003919551,0.0825012695241533,-0.214770643551931,-0.271084114217365,0.170263428268598,-0.391392074888927,0.216618925582707,0.230917292408653,0.23887385913396,-0.0273680777305068,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
70,2,0.129605095501868,0.731214239030121,p1,C1,0,-0.302180960799768,-0.18168950028331,0.0937581256668987,0.342655848358089,-0.391158406092298,0.0617708401202932,0.306944522442523,0.195205913295301,-0.0648348075976265,-0.285885117659337,-0.0186483857484995,0.109086374086265,0.123433881722839,-0.107714346370176,0.466065397992239,-0.297793647095697,-0.227422603496503,0.262719863677362,0.0241426376950443,-0.529345458062876,0.377087952699675,-0.054333306692167,0.212411327015476,-0.35117468677375,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0
71,3,0.129507504805514,0.730113466871439,p1,C1,0,0.0544245825664864,0.312266748285644,-0.213085560460642,-0.439577914528457,-0.469651815355652,0.144271714139275,0.316090879909919,-0.0012706596622471,0.0629093127800064,0.0533907460046002,-0.212942797502634,0.109786132270537,-0.359679908005826,-0.226038989571731,0.125861288157753,-0.217123371126946,-0.118564825392458,-0.13142243636729,0.382570306010874,-0.251608952995691,0.0448550451196527,-0.463145247781754,-0.19843593702748,0.368394574134063,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
