crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45,contact_graph_46,contact_graph_47,contact_graph_48,contact_graph_49,contact_graph_50,contact_graph_51,contact_graph_52,contact_graph_53,contact_graph_54,contact_graph_55,contact_graph_56,contact_graph_57,contact_graph_58,contact_graph_59,contact_graph_60,contact_graph_61,contact_graph_62,contact_graph_63,contact_graph_64,contact_graph_65,contact_graph_66
875,6,0.110247400016706,0.529099315259859,cm,D1,1,0.0623594761,-0.4951612081,0.243097642095932,0.352147916401867,-0.2569023579041,0.104602527118358,0.33807000674721,0.153154934630351,-0.161929993252651,0.303595508889792,0.0595733909546818,-0.204637480132119,-0.160921409078731,-0.204637480132144,0.433041490684833,-0.0458384674724824,-0.0669585093152003,0.502588910992708,0.280068190988095,-0.20463748013209,-0.351875507310049,-0.314884880148826,-0.351875507310022,-0.094390080115415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1
876,6,0.110214980171711,0.528788182377016,p1,C1,2,0.2237074987,-0.2845259546,0.4697564594,-0.1681892003,-0.0085607548369874,-0.419946214840281,0.399077607826726,0.166237586981616,-0.305948699495188,-0.343925303755945,0.0061700295989906,0.406817857424453,0.0279555766319527,-0.0635162275179143,-0.0097158124108111,0.153670866630407,0.19720942301714,0.0777016994631276,-0.181711557759934,0.291536130561545,-0.399054384111927,0.254773877497693,-0.11806832965996,-0.2286415926447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0
877,6,0.110147957365048,0.528145255397599,p1,C1,0,-0.0582276859723288,-0.0403947535105352,-0.435135028712051,-0.19769871990148,0.107356982432916,-0.446447235971665,0.211970098159233,-0.25257514910818,0.304169318202188,0.130318156816401,0.0873370633380489,0.169229123102308,-0.278510662346181,-0.042782297572343,-0.282305111400456,0.17748093631644,-0.0948100776232457,0.293135172536532,-0.497257551824006,0.225706846393185,-0.0917590958348414,0.51340995901219,0.162055305480723,-0.0380086011128517,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
878,6,0.110113381136627,0.527813730324322,cm,D1,1,-0.4257523668,0.0229647265,0.362925206066482,0.126598052709843,0.0558876520679978,-0.050670161742502,-0.181601131632618,-0.361874768596776,-0.248819306772662,0.176667069081311,0.465465615382941,-0.185316812686614,0.274743644661106,-0.295430193823243,-0.314309100693558,-0.186123746497098,-0.334670172121595,0.379471052622563,-0.162968338149405,-0.0261368707418819,-0.0488932520697932,-0.537625858275615,0.274743644661105,-0.0752034315499879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
879,6,0.110075745361556,0.527452987899671,p1,C1,0,0.0197590219261247,0.438563456877237,0.0234487618365002,-0.110529362864861,0.451258181152046,0.14466040780099,0.252312795152071,0.238933480610408,-0.296750342199155,0.178984296136976,-0.398491078115563,-0.0162476211378308,0.0529989170684522,-0.526133078708643,-0.236334562497946,-0.407233340491247,-0.0327781169591038,-0.323379584778096,-0.373413747654024,-0.234966176282409,0.0796753353334911,0.102320939696343,-0.0870684971428937,0.246067846441135,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
880,7,0.110050464061883,0.527210733519215,p1,C1,0,0.153404074022931,0.287325484287286,0.426311336171135,0.0703638632945268,0.388071521535891,-0.307694328965923,-0.426590643218722,0.274715887894871,-0.176473247045452,-0.0635716707673801,-0.195237155385157,-0.282871315784792,0.043361947848969,-0.074383962230146,0.175571159682784,-0.250353115399743,0.0004314904569468,-0.383659209875606,0.206235077420922,0.0736591471143343,-0.353612448252188,0.0670656973811841,0.10057236526194,0.500991647051392,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
881,5,0.110041021322005,0.527120264109912,p1,C1,0,0.170777888575952,0.406451546087958,0.251905137233119,0.201867883446781,0.439570033498691,-0.0940166032825395,0.0570517732896276,-0.544105247537669,-0.322058487071323,0.13801317882513,-0.410352723686453,-0.254991528918339,-0.191929367842952,-0.228022229401595,0.0026524440374583,-0.330852302725001,-0.15949615337317,-0.0103431259177803,0.233246642003006,-0.0174218017874047,0.0350856585072417,-0.113173199241186,0.458228528728802,0.125273081951646,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
882,6,0.110022369380944,0.526941585600123,cmm,D2,0,0.295194814400138,0.272188770839587,-0.204805185599477,-0.319977988720381,0.465682635603802,-0.0847796194728294,-0.0343173643987283,0.0369904015919033,-0.385665509037748,0.299095723571325,0.114334490963563,-0.346884941451165,-0.0360781591181216,0.257028095314464,0.46392184088103,-0.304817313195438,0.467443677521157,0.13525807227153,-0.0325563224785245,-0.183047290152358,-0.195101175300163,0.409118092951238,0.122944857063072,0.409118092952124,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
883,3,0.10994136706513,0.526165965579688,cmm,D2,2,0.4469029007,-0.2371216257,0.4254075896,0.0343898602,0.17548399132,0.132752596276888,-0.324516008679999,0.132752596276888,0.225345562210818,0.346907307915224,-0.374377579570822,0.346907307915222,-0.274654437789179,-0.0814021153614471,0.125622420429182,-0.0814021153614487,-0.0745160086800012,-0.428052043125571,-0.253450738332959,-0.300260105615331,0.104418720972959,-0.300260105615333,-0.074516008679999,-0.172468168105092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1
884,5,0.109880167828422,0.525580344462745,p1,C1,0,-0.110008316459963,-0.135543269619734,0.38657352355799,-0.105265959893171,0.0473589061626129,-0.519048023468242,0.18592769600737,0.466356171186867,0.0797367241018902,0.173102318157833,-0.250001541773291,0.26193728937509,-0.049143494564322,0.351103706816906,-0.0093160028117764,0.567224913616956,0.282462659016587,0.0882683600928503,-0.121121323107079,0.083935900716018,0.332181612562635,0.302330572513201,-0.0988950103926522,-0.355022424794577,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
885,6,0.109774347041065,0.5245685050078,cm,D1,0,0.118990716262309,0.275604449055129,0.11899071626222,-0.251211253488273,-0.475844299772452,-0.0975777492577375,-0.475844299772331,0.121970944824393,-0.308785967686062,-0.240031751495941,-0.308785967686061,0.264424947062738,0.0012226928633331,0.515971290893489,0.0012226928632199,-0.49157809532689,0.334164360776943,-0.207600110652746,0.33416436077695,0.231993306219204,-0.0961833817940571,-0.294820158528829,-0.096183381794014,0.319213354095463,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
886,5,0.109707426936951,0.523929130146622,cmm,D2,1,0.2414614996,-0.2903012283,-0.0840397294410809,-0.104119680320099,-0.0165237617589202,0.434250226753633,0.340010827463049,0.355084110639218,-0.440574318663046,-0.0249535642056828,-0.330866891726097,0.165065273216769,0.230303400526096,0.165065273216768,-0.193746631629671,-0.294138820705192,-0.40681685957033,-0.241756036645713,0.0256682222433961,0.0858988541382601,-0.126231713443396,0.244231692295273,0.4497182544,0.165065273216766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
887,6,0.109684345683235,0.523708695315399,cm,D1,0,-0.447696261568886,-0.0990162682589745,-0.252295584169715,0.239427632829765,0.277500098889084,0.285270954397398,-0.0017457109537731,-0.0042040982971707,-0.111430056637009,-0.194182957815483,-0.0827419168330432,-0.411667700697429,0.200945671219502,0.0796936152862489,0.0875212393707719,0.394955300080634,-0.3156792009233,-0.274213638245906,-0.0345616807620181,0.212696189571202,0.420286234392576,0.0761807676157024,-0.470029419924188,0.266159627134014,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
888,7,0.109664081928215,0.523515206912898,p1,C1,0,0.106223977901316,0.267247626930466,-0.456854475042988,-0.200900598911132,0.0407928201615087,-0.522283203968661,-0.0507830927800624,0.0146905722051294,-0.211140146484457,0.362789888336654,-0.402667866000981,0.0116285869932087,0.223488619400742,0.0818997180816088,0.150996912510302,-0.332652242651128,-0.227864882529557,0.144100321450497,0.126298734486565,-0.114719125702507,0.430588379233765,0.154111441075438,-0.0110406906561522,0.452595518660425,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
889,5,0.109637631718027,0.52326270094913,cmm,D2,3,0.0498687173,0.0205451105,0.3469318649,-0.1771439197,-0.3995183569,-0.2970107775,-0.0232248969561273,-0.249306853846394,-0.189891002643271,-0.106814572055297,0.0400745558408808,0.291497459230206,0.246809544558747,0.218406518650849,0.143442050200108,-0.391798151407236,-0.166660001242936,0.364589620658842,0.453544101642767,0.145314357222788,-0.356557949799892,0.0356767255050932,-0.356557949800276,0.254951988941148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
890,5,0.109637631717737,0.523262700946358,cmm,D2,5,-0.086610876,0.3761817989,0.4465027475,-0.2313457305,-0.1304116075,-0.4705770605,-0.3330773383,-0.0855947606,0.1422384219,0.2250333701,0.143066609928573,-0.367917092379045,0.476399982401018,0.136341376552646,0.309733237456123,-0.0061501575262935,-0.0236000175989816,-0.0061501575262977,-0.190266762543877,0.136341376552642,-0.356933390071427,0.278833047969919,0.143066609928572,-0.148641828943571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
891,6,0.109563082968248,0.522551351798389,p1,C1,0,-0.493301263869993,-0.101691937395016,-0.426947809025475,0.285184829685152,-0.0056714919814921,0.168125480063535,0.16695308090904,-0.217832583414766,-0.0393418720979052,0.384649340413486,-0.40537489656527,-0.307971547672351,-0.364073568298309,0.0752726898480027,-0.190872973282451,-0.0589578226451751,-0.188298628331298,-0.27806886605947,0.027998622969595,-0.0483984215205842,0.0101791952310747,-0.370928061360592,0.377468899942485,-0.27865500144222,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
892,4,0.109512058104475,0.522064748060174,p1,C1,0,0.0518053421529173,-0.350058278518527,0.105298433211104,0.497241384606459,0.335532450100048,-0.0765479156841607,-0.448622656864708,0.104607298313202,-0.0236900278445496,-0.555659865550481,0.172725446645431,0.288854337647106,-0.0623186856122149,-0.034841789924245,-0.462129035255372,-0.160397119452218,-0.281334356083278,-0.0367652163520393,0.127421407275288,0.0745668963495333,0.127302062539311,-0.144457187344353,0.335651794836024,0.142476168009725,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0
893,7,0.109488988023962,0.521844812331418,cmm,D2,1,-0.0146912592,-0.0438517381,0.236684642109092,-0.158621409615073,-0.201027710417136,-0.248666328798008,0.0958096533402931,0.265471066812473,-0.122440369122038,0.283311517738315,-0.325603005365051,-0.0685764904320263,0.127195654085142,-0.348261899741885,0.346173630133068,0.0310190805117241,-0.0764514334589478,-0.428755487864518,0.314059578517319,0.247629425792985,-0.450179282322967,0.111512668634671,-0.340690294298775,0.301153158761342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1
894,5,0.109464742497953,0.521613720578576,p1,C1,1,-0.2172223984,-0.196554126,0.11609581247343,0.392616447838349,0.388601349461528,0.066729725652786,-0.434445361397162,-0.0621797498043971,0.317878037020852,-0.193625879646504,-0.152501659920093,0.455483049320407,0.211648484709138,0.195639783664164,0.182750523127813,-0.02137410348829,-0.0227685494229731,0.0540714412339656,-0.241301497657769,0.0409006426104199,-0.143441269736491,0.236741126657434,-0.479456633758272,-0.276432182138333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
895,5,0.109406591868004,0.52105967716484,cm,D1,0,-0.489933009280534,-0.147238178893933,-0.0368158872074358,-0.462981155680241,0.17829268243226,-0.204074173867054,0.0688860905642489,-0.0145763980687223,-0.282447950351773,0.227875621539987,0.0345835028422779,0.410913816383143,-0.134165127359826,0.0669675304375604,0.0997925859154781,0.202043079176036,-0.347657033424962,0.0190048843328768,0.248075408907417,0.362951170278471,0.178292682432257,-0.422887357603063,0.367790458230593,-0.313480765735062,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
896,6,0.109191734542509,0.519015128344988,pm,D1,1,-0.1322332325,-0.1152025929,-0.125901623325551,-0.399234670940946,-0.375902353432093,0.0337792969447505,0.118917844439081,0.156871648629586,0.228109583141955,-0.0322539809626268,0.089065048615363,-0.437714139807538,-0.301743217993576,0.239185631317912,0.337299772689391,-0.221380504951735,0.0097245707523838,0.345996391990125,-0.340867957777343,-0.360753316729227,-0.450059693709994,-0.171627685537625,-0.192551482299618,0.428311262647323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0
897,6,0.10919173454188,0.519015128339006,cm,D1,1,0.1788921559,-0.4143862204,-0.0943106031626091,-0.333257594082688,-0.235118892664984,-0.0893704825377113,0.0096998756297178,0.466734560732881,0.440722819838825,0.13823550440929,0.198231074091998,-0.127850924935979,0.0890393395501203,0.0612747070571325,0.400507126679645,-0.210165796730918,0.118890595760264,0.277608343072742,-0.450085401423731,-0.0508901020674917,0.331531129492516,0.327361161918717,-0.0201523949917619,-0.127850924935976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
898,5,0.109156434158736,0.518679599804465,p1,C1,0,-0.197766616723415,0.0678716715854708,0.0486082577856583,0.457984789265119,0.113448567442674,-0.163083780156904,0.41503736033668,-0.0322808835620216,-0.405248227857062,0.320762632714449,0.199149912503003,0.299878120626612,0.209131206676044,-0.359311558573568,0.398067391769454,-0.249933194920826,0.0177664802080229,0.0331442674189277,0.40179010386113,0.21865336258238,0.230127304299517,0.0837741880606181,-0.413299840101708,0.102598290959742,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
899,7,0.109127231127435,0.51840210832105,cm,D1,0,-0.0524592531925022,-0.229452534986139,0.108552148506439,0.440857710317071,0.136914025704971,-0.052659875826972,-0.139241424976795,0.36525196957339,0.392838503256839,0.121635154698495,-0.418147587941101,0.230762385825876,0.28371127212941,0.310649063500528,-0.0272748190685303,-0.44624910915653,0.3514711293516,-0.0926631203070373,-0.211876150846493,0.159438445012937,0.433392574040916,-0.294959653134909,-0.0776429366647535,-0.0126558736167081,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
900,7,0.109039399674468,0.517567968452903,cm,D1,1,-0.0216504936,0.4477413012,0.271766811214652,-0.0905944755333474,0.141447136048589,0.135125823062052,-0.22232059105901,-0.351283624681012,-0.331359990691287,-0.162421844393664,0.185496824695784,-0.290883896500875,-0.0751435838759563,0.16055853365374,-0.440400786410673,0.0264391298555355,0.386717412619898,0.325879192868905,0.099226217751045,-0.491173050233322,-0.291734382585979,0.185990573281493,0.358038009892938,0.109694423320496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
901,6,0.109035226231164,0.517528349760189,cm,D1,1,-0.4651261757,0.2434350999,0.0491709949940179,-0.264913996461469,0.244653221139382,0.0736711512390254,-0.160918063289728,0.208007444129562,-0.269953289709461,0.0191528925912878,-0.132271962589963,-0.385881659001101,0.258692811225959,0.291289193109009,-0.0518839149579402,0.3968626180981,-0.378989593559748,-0.169701036888067,0.419468906534604,-0.252982163518933,0.23061435486517,-0.143946937326378,0.149657584947708,0.480143744728966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0
902,6,0.109035226230894,0.517528349757624,cm,D1,1,0.1585980498,0.0477132051,-0.143596302283876,0.155244340397964,-0.339078825364669,-0.183341321569725,-0.440134575951418,0.100727017879821,0.0312187145378212,-0.171408931267557,0.24928916699961,-0.171408931267557,0.140253940768716,-0.360263482914233,0.450830666881275,-0.0881278045800669,-0.331098880657609,0.28958129871212,-0.0205221545450491,0.561716977046286,-0.129557380775944,0.37286242539961,-0.157635837108855,-0.0623737050366631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
903,6,0.109035226230866,0.517528349757353,cm,D1,1,-0.3548315685,-0.082432454,0.356321230737066,0.0994000584571821,0.160838870550794,-0.239185321370048,0.255265603626583,0.383468200180366,-0.135699170137277,-0.293702651960491,0.146230860031724,0.194613369884534,-0.0266634612778321,-0.104848378960427,-0.244165191497491,0.220367469427461,-0.0553106398501828,0.111332243197777,-0.462235643959222,0.220367469427598,0.146799582271762,-0.456803382710283,0.174878038604074,-0.0215672522736698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
904,7,0.109032695054694,0.517504321922179,cm,D1,1,0.0401531034,-0.4394375816,-0.234037217124186,0.259242168710629,-0.0385538303667769,-0.0793449891888398,0.287078995447082,-0.242966286804876,-0.328756200222204,-0.309843888351219,0.421243695729133,0.123168993758572,0.206674801179734,0.162062487499925,0.0976421061250393,0.350912655020819,-0.364187458368479,0.0842752316407586,-0.255154763313785,-0.104574935880136,-0.103887440339239,0.434209451270508,0.178047169553681,-0.0541156174761413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
905,5,0.109030965093742,0.517487900147654,p1,C1,0,0.0522822054375511,-0.313388661132387,0.0125185174267354,0.513810481207762,0.188918285095726,-0.0312545424293436,0.021595724804904,0.108581669671871,-0.223025523924441,-0.0382191270692201,-0.4529268422117,0.140129552945856,0.406937574306605,-0.0269423586351652,-0.411555193204801,-0.147798181628612,-0.063407531464483,0.309393650939655,-0.379591287711236,0.345489972314343,-0.238411724856532,0.179299309432078,-0.0158447070983266,-0.106242024216841,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
906,5,0.108909240490854,0.516333075060914,p1,C1,0,-0.377766609405068,0.14262057263524,0.177965533666362,-0.086045477659944,0.145375980818258,0.129321213595552,0.0154894986492957,-0.398336035216914,-0.202179062844956,-0.406416133867446,-0.364592145548328,-0.261271787701409,-0.0947312867207982,0.410880689794599,-0.452494837731513,-0.061978016187779,0.112785931689249,0.344687829752625,0.418863039413264,-0.23775086643628,-0.303039069809913,0.347219413011316,0.210555256324149,-0.301412143219562,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
907,5,0.108872041193188,0.515980415407169,p1,C1,0,-0.095980224484492,0.29412001700565,-0.214586473275297,0.111513765299801,-0.410965868076699,-0.181928113162949,0.467662110628146,0.221416260026232,0.363628553815786,0.0301324277997352,0.0226238855349831,0.476727657866525,-0.264583621331611,-0.343125889984298,-0.0646039907374353,-0.4292689846681,0.0239022791124602,-0.23032395303488,-0.043602309517405,-0.0233079731487899,0.16943108236821,-0.0683552744663532,-0.418698009736646,0.0356786408674272,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
908,6,0.108857138395478,0.515839166554249,p1,C1,0,-0.018225140409376,-0.0241414363814854,-0.379310633294565,0.139282984319138,0.187262727088804,0.398056267122872,0.0908957495630855,-0.402986432593616,0.329416794918541,-0.263303168667217,0.292510612998617,-0.0487397979472782,-0.161596756293527,0.139700213016268,-0.224112164996652,0.348245963376446,-0.0264630828896694,0.439538606348792,0.402975483725988,0.13886888696308,-0.099011430104741,-0.509451306750405,0.125146374193493,-0.187983174406593,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
909,6,0.108799543450033,0.515293462899511,p1,C1,1,0.4302574009,0.1435776312,-0.215012371848305,-0.233428884438121,0.0668315671041873,-0.441181328882032,0.190323495828759,-0.171730566649705,-0.0677174486581938,0.163680761487249,0.180128536317128,0.234402187288494,-0.0409627334868877,0.379628782630869,0.360244119021618,0.356499441503179,-0.0944727419592877,-0.0522671880286372,0.107228635549412,0.02937787875948,0.273419610144438,-0.372838493906137,0.16444700378713,0.451435484635361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
910,5,0.108728070840207,0.514616671977865,p1,C1,0,0.373168733208253,-0.0374755633208361,-0.304899737370189,-0.197272312301273,-0.413753997297426,0.209749144329337,-0.0775421818815762,0.290796801630645,0.145951847189817,-0.284393572579707,0.0713150062114838,0.132276420898196,0.134169088896835,0.340450717688928,-0.198372719414644,-0.386848597738117,0.157761773263794,-0.0672583630887992,-0.411424064698736,-0.0076945149680051,-0.276547790366569,0.378454895073583,0.0087456402589594,-0.453099323323951,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
