crit_number,index,radius,density,wallpaper_group,point_group,rattler_number,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28,contact_graph_29,contact_graph_30,contact_graph_31,contact_graph_32,contact_graph_33,contact_graph_34,contact_graph_35,contact_graph_36,contact_graph_37,contact_graph_38,contact_graph_39,contact_graph_40,contact_graph_41,contact_graph_42,contact_graph_43,contact_graph_44,contact_graph_45
388,4,0.124721597037907,0.564290277431784,p2,C2,0,-0.342720761949995,0.36830434795454,-0.0927207619500003,-0.0647083539376655,0.414434663831039,-0.189224524171006,0.400123812268954,0.0598078162956763,-0.377383731768996,-0.326637502670861,0.191942207868995,0.197220794795539,-0.128394974736715,-0.311587388310359,-0.057046549163286,0.182170680435028,-0.100477664159537,0.427803832352532,0.415036140259539,0.308804863556576,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
389,5,0.124528106504468,0.562540778775052,cm,D1,0,0.24274901674548,-0.046555914545414,-0.438399131419739,-0.230645117033833,-0.14940684707219,-0.108817803673048,0.203758422816947,0.264632401877656,0.0702508652538509,-0.22620386184881,-0.0077297417764009,0.396168531801302,-0.369065838754083,0.257622073495976,0.255462267750386,-0.392714322852376,0.41524515380983,0.133093966991507,-0.369065838754082,0.008565860487039,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
390,4,0.124272197215073,0.560231075458035,p2,C2,1,-0.0847120469,0.2913621851,0.190648391540002,-0.0185142974482918,-0.358086403762214,0.107634876068786,-0.108240838161392,-0.493017759521989,0.440802825939166,-0.283887065641959,0.188463831058161,0.230020496289225,-0.355901843280389,-0.140899917668731,0.192829440961439,-0.267049122022375,-0.360267453183664,0.356169700642869,0.166280993888888,0.477572991202466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
391,4,0.124046117756882,0.558194553499036,cm,D1,1,0.2907453288,-0.1801067674,-0.111536737020072,-0.256998473819741,-0.326389858190696,-0.132950524842507,0.10331849866688,-0.381042760347261,0.0530971508710095,0.276248020168977,0.267951329307602,0.152201902412094,0.0400573915654007,0.523997332982289,-0.167979927448262,0.388829913757743,0.489028407626873,0.264783796000858,0.475988648321265,0.0170344831875458,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
392,5,0.123952687736682,0.557354019523789,p1,C1,1,-0.1310538878,-0.435538165,-0.129781696424587,0.428724091689658,-0.396578150414535,-0.251461016085528,0.134160149403867,-0.127453156292037,-0.395528628931693,0.244130487830427,0.385948618355569,0.127062636840341,0.138132243153931,0.12042039546335,-0.403406272364196,-0.0036496928187523,0.130184521330913,-0.375326651385835,0.11025304579073,0.366753149158374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0
393,5,0.123855097915072,0.556476738547002,cm,D1,2,0.3028689262,-0.1830223077,0.0468943051,-0.3480485747,-0.0935547112326796,-0.114016818997564,0.334937566523365,0.133373312910499,-0.301506152316889,-0.24861451314278,-0.444521690513957,0.246165696570383,0.114397308312667,0.0205799814295659,-0.0094577896024151,0.48281349962505,-0.223981111967718,0.35895840170994,-0.0094577896023738,0.235103303794906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1
394,6,0.123717914826348,0.555244703337004,cmm,D2,3,-0.4646871491,-0.2069079525,0.0752830566,0.1349916771,-0.2342911187,-0.0744502145,0.0557349533344086,0.397193251270986,-0.229979332941759,-0.345114236713896,-0.158550760912004,0.273475336376565,0.198592096567802,-0.0976784086860915,0.412877809863965,0.0260395078542097,-0.0156936185557166,-0.221396322061321,-0.372836474856696,0.149757420959548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
395,3,0.122541127401638,0.544732120139515,p2,C2,0,-0.334599309415001,0.298288804646059,0.420578808495001,0.286994661501492,0.247666405611696,-0.336873731291242,0.338313093468305,0.0561317936543543,0.157277012132712,-0.109068838530003,0.428702486947288,-0.171673099106885,-0.256066623060009,0.0661295300233825,-0.15795387785999,-0.34687146766027,-0.0877871318658804,-0.112048258892362,-0.32623336905412,-0.168693678744526,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
396,4,0.122486175211364,0.544243671699128,cmm,D2,0,0.0337334888604133,0.077918524489468,-0.201989593890408,0.144597462169112,-0.127249788969594,-0.106732055609114,0.274137220964325,0.125008842625441,0.235640118345686,-0.271794016164036,0.396623396175673,-0.0871434360654358,0.435120498794317,0.309659422724037,-0.324475769101767,0.356749740859981,-0.0047636137582302,-0.318884334299981,-0.362972871720414,-0.0400531179294703,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0
397,4,0.122214775558579,0.541834519789017,p31m,D3,0,-0.19343720757858,0.358145331266021,-0.115956262464378,0.126321025802712,-0.432943417881589,0.309333645312491,0.428777567980001,-0.296197871815332,0.0670565821184111,-0.0357039851587158,-0.164767615714033,-0.113185252305551,0.384043737535621,0.147308634351063,-0.164767615714033,-0.479210491325113,0.30656279242142,-0.0845156711122459,-0.32679288090284,-0.296197871815332,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
398,4,0.121620778527751,0.536580393029465,p1,C1,0,-0.0426560480367436,0.51461874115536,-0.395857899397843,0.216381046401196,0.137886476200792,-0.408754813828019,-0.035786625975152,0.10498453113401,-0.414941794140422,-0.144390903734999,0.431927901858388,0.0446000089441262,-0.177208227895384,-0.092920460185312,0.0490031949198984,-0.182334369990616,0.190424796840131,0.0155706213287058,-0.170369247373664,0.307602331675547,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
399,4,0.121572617350276,0.536155511243038,cm,D1,0,0.215857649513638,-0.167803805540529,0.44171941076245,0.222621197251214,-0.333093499171696,-0.167414283951433,-0.333093499171696,0.314329319166666,-0.141078390826628,-0.0182506043078345,0.337431413676521,-0.378373093483605,0.0942861789795748,0.0427668066297643,0.201612985490297,0.260942336334167,0.0800403681400211,0.471512286393975,-0.366265480892482,0.0734575176076162,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
400,3,0.121422227030384,0.534829838938109,cm,D1,0,0.300966109192543,0.0287906984315489,0.179543882162158,-0.181518767953242,-0.146099116436863,0.0064913049476215,-0.0246768894064788,0.21680077133241,0.214997783796076,0.255909336804977,-0.0601307910403959,-0.220627333425808,0.492803983330197,0.177692205859846,0.146510331136283,-0.4221059940786,-0.267521343467248,0.21680077133241,-0.0931643420662714,-0.461214559551165,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
401,4,0.121302560920545,0.53377616910956,cm,D1,0,-0.163315289413826,0.0566799065431978,-0.301621165123652,0.296232710257846,-0.488835467540248,-0.150894832723428,0.355853748424367,0.118111336189211,0.0409021669591991,0.474354911498198,0.162204727879738,0.264252712895591,0.30184090723719,-0.350355128997795,0.0784542521931141,0.0365619072713977,0.272103272737743,-0.109579469434982,-0.405084991853623,0.0767959729007653,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
402,5,0.120990259606702,0.531031224419965,cmm,D2,0,0.251893130008563,-0.0806511759502001,-0.248106870937623,-0.0806511758288902,0.122883391518177,0.352361525694787,-0.498106867494675,0.231371264625734,-0.119097127695227,0.352361527341765,0.0018931306063658,-0.392673619945302,0.270488837357919,0.160613764202665,-0.229511163455319,-0.321916115971508,-0.266702572165916,0.160613764795761,0.233297424757736,-0.321916116264811,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
403,5,0.120967050718702,0.530827514432603,p1,C1,0,-0.216374385788875,0.215016726948374,-0.0485631093645067,-0.5370132788382,0.483995765028179,-0.113889212339652,-0.402524870612389,-0.327558450422497,0.244109853326491,-0.0824749034124322,0.0664717461139695,0.08177129077263,0.0130494230810545,-0.154190919846128,0.0037374702462011,0.315430273201449,-0.160641466767204,-0.322605836709346,-0.436486508262921,0.114603764745801,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
404,5,0.120848170191688,0.529784684240292,p1,C1,0,0.21970363403323,0.0226720357577217,0.0585600984605622,0.373778465794122,-0.309458484123315,0.178978810006323,0.0128284302775692,-0.523232125059511,-0.0734204434299706,-0.297448483626174,-0.377561754885092,-0.0529243281058316,0.444725159515794,0.110890140612773,-0.314861663174944,-0.28634630533646,-0.0680172347219466,0.167877276678757,-0.0053183055518887,-0.065545012821721,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
405,4,0.120678459358766,0.528297742931241,p1,C1,0,0.224537741846519,0.419268213041676,-0.235947787490684,0.319342233661711,0.385802371742396,-0.338284367488113,0.110628147576697,0.100889987406847,-0.0563299820601749,-0.345592929330992,-0.475850612263789,0.292888559461201,0.0627870410886245,-0.135677953664675,0.302939687873324,-0.111597495713774,0.350780794361396,0.124970445357747,0.0054059493256926,0.31810290416837,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
406,5,0.120594800187827,0.527565522253854,p1,C1,0,-0.0577133108659647,-0.0874382369860977,0.0818149420421382,0.144332781028773,-0.378121927940375,0.0305876889463406,-0.262305104889177,0.349399504515882,-0.0020319097820299,-0.543149140873454,0.283329454629812,-0.279792813938665,0.322659573890765,0.157227998710837,0.402785578006353,-0.0702632028637218,0.0436026497369592,-0.306316055543562,-0.159029785128482,0.131439343803668,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
407,4,0.120334251294739,0.525288340767533,p1,C1,0,0.413560332915723,0.0286087925429092,0.207179597137783,-0.262591322132787,-0.17045936771431,-0.0313983110379881,-0.25565311055289,-0.313583858215089,-0.0174889192631523,0.154400962478661,0.445273330964769,-0.297701179024935,0.222320281748536,0.174720294377069,-0.0309140750483372,-0.227481047232255,0.0848186236307438,0.372241488565237,-0.395198403218863,-0.117501122020823,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
408,6,0.119989539661029,0.522283150679083,cm,D1,0,-0.0983493063849964,-0.0122044512958804,-0.0983493063849995,-0.276854264401009,-0.0321583517516617,0.319197633910999,0.46784164824834,0.257769054176551,0.461471520341623,-0.144529357848444,0.333834110146196,0.0586913350715114,0.333834110146195,-0.347750050768399,-0.298549400336319,-0.144529357848442,0.101850541737812,0.120120827180558,0.101850541737811,-0.409179542877445,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
409,5,0.119968994669403,0.522104312017832,p1,C1,0,-0.235147131831417,0.39032273542152,0.0405949111652378,0.160974021022945,-0.114531344801079,-0.481455422072638,-0.388939600678526,0.0062089585052576,-0.166873208340846,-0.0846577357345849,0.280403327111976,0.168858332601391,-0.0094638550087832,-0.265744825863979,0.228918951518314,-0.238470730458004,0.37789155050519,-0.0503819123984369,-0.199213538940068,0.153090748476529,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
410,5,0.119919672744607,0.521675102850239,p1,C1,0,-0.138953848654565,-0.29563114679371,-0.369007361157053,-0.363441861507257,0.0121987034445561,0.222299329423044,-0.487802071264945,0.222298693271495,0.162464208324769,-0.456796357539006,0.12345592162832,0.0098264063323464,0.329575021128494,-0.202278140985092,0.361931301897161,0.0353686194378394,-0.0990604114063902,0.434771259350925,0.0910996408596531,-0.227820354090585,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0
411,5,0.119778778030323,0.520449981329615,cmm,D2,0,0.248591047782225,0.145914557296607,0.291918826277754,-0.406420407573508,-0.273587138151548,-0.293873778865257,-0.185902987788446,0.0333679285883718,-0.393365916710261,-0.0864108499532877,-0.0661242092297335,-0.174095000323597,0.128812663989403,0.353377714126271,-0.0883027899293979,0.252141839381283,0.17213965402734,-0.198957705960048,0.368370220032666,-0.0615481443168368,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
412,5,0.119768276455073,0.520358724679014,p1,C1,0,-0.316085854491241,0.196238973705437,0.211787010789734,0.317044569147747,-0.446369421324607,-0.23321946272683,0.0323925494268781,-0.233854636446951,-0.0917206877368536,0.442409592530566,-0.0698735888170043,-0.450463493949958,-0.301018046759313,-0.0428231967654023,-0.0631957342099544,-0.0142171164021294,-0.006551694464903,0.218525687872108,0.168848253587264,-0.430724138864589,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
413,6,0.119744891325342,0.520155541187376,cmm,D2,0,0.0018306880828027,-0.483417813021417,0.0840347099606552,-0.147282164268272,-0.165965290039803,0.285730537623684,0.166238731836911,0.188853484486582,-0.356092844377325,-0.250984282128827,-0.475837735702667,-0.0435800464065195,-0.117914593707104,-0.276013802734421,-0.378424811057215,0.175203129605924,0.285984013627189,-0.0185505258001988,0.0464942309765567,0.396257945643465,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
414,5,0.119644462932995,0.519283412474626,p1,C1,0,-0.209617113080115,-0.0360198812518333,0.276297263328209,-0.132292247105523,0.048495202437083,-0.46361078330971,0.122828328744944,0.281856765905647,0.113157064655194,0.0427633601140921,-0.213803958107659,0.37489188506625,-0.330166672002973,-0.242724970414156,-0.189205603311109,-0.436087756790817,0.439436054929186,-0.307349165612254,-0.0890682665927591,0.170685623398302,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
415,6,0.119429521695134,0.517419303460099,p1,C1,0,-0.101070679962934,0.0885177412229962,-0.422357192710171,-0.248674183748952,-0.399378807660583,0.0446157355436359,0.424492826715896,0.205961455759888,0.141717978830513,-0.349460960523413,-0.0950998714273631,-0.31830091545681,0.0211096790406282,0.293762966461186,-0.121464208371643,0.485404113497691,0.248364714542496,0.367307452647162,-0.22324917029684,-0.116728596403384,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
416,6,0.11923199397559,0.515709171256809,cm,D1,0,0.398307692581044,-0.0400536061701131,-0.247559006300463,-0.244512562899886,0.128875417872409,-0.28054602131611,0.178884590119946,0.26793143881445,-0.244030790227777,0.170516400057633,-0.0103769257375407,0.122861965234005,0.0978723263668532,-0.516986038797668,-0.363262784203367,-0.0359994713958356,0.159878139009449,-0.0441059552704416,-0.131853666780554,-0.453024787856034,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
417,5,0.118693593663037,0.511062245916501,cm,D1,0,0.0605592520564746,0.459121057740339,0.369906123666981,-0.076683441051545,0.179251639106304,-0.406905129029898,-0.174893203035161,-0.171076036287642,-0.293586796698198,0.0345072984696744,0.0605593767446968,-0.201321025651089,-0.202053435934205,0.253537708627337,0.152092737508692,0.0177093845065736,0.0333991438456534,0.223292719263891,-0.412280390361236,-0.171076036287642,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
418,5,0.118693593662743,0.51106224591397,cm,D1,0,0.0775905628027487,-0.329698506853388,-0.159796624522739,-0.329698506853423,0.268243576877528,0.0005229042833971,-0.350449638597482,0.0005229042833028,0.314977750127396,-0.329697875334626,-0.397183811847386,-0.329697875334599,0.0775905628027051,0.141958772897026,-0.159796624522782,0.141958772897097,0.458896969139988,-0.140912454538656,-0.0411030308599775,0.347542107653869,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0
419,6,0.118675258079527,0.510904362067493,p1,C1,0,-0.0039066432834951,-0.143844796245819,0.436700523883536,-0.246587702044163,0.0046449424822033,0.177436470288369,-0.211824667703766,0.0800908212489609,0.354518526533263,0.0784702679622995,-0.240527071016804,-0.162446965481604,-0.359313521880972,-0.367934304780317,-0.428292306457689,-0.0172592115875544,0.221114285720597,0.274782712942659,0.232713770023126,-0.125242443502832,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
420,6,0.11863240864969,0.510535489755535,cm,D1,0,0.0618240551994134,-0.0973244007754693,-0.12885981083724,0.232949743383666,0.32554673393912,0.123429123627105,0.19417968864022,0.350963520525037,-0.319030489681678,-0.0970281120119018,-0.437661761803612,0.108449903364051,-0.200396944507859,-0.302504815040737,-0.346474862793525,0.327492234836834,0.0348927285567864,-0.333055809742066,0.0887551468883736,0.138407035033482,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
421,6,0.11854913185489,0.509818976667143,cmm,D2,0,0.369018108910111,0.152548792439524,-0.380981892684505,-0.280463905650385,-0.0717073215187141,0.049882230547953,-0.190256456575387,0.255215348265255,-0.0258208384583798,-0.500975459198328,-0.144369970339969,-0.295642339647889,0.263857054326735,-0.0599523587411354,0.382406184481124,-0.265285479288774,0.191194411509936,-0.405476935987848,0.0468418080490486,-0.155450890338373,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
422,5,0.118398244869686,0.508522027582016,cm,D1,1,-0.0156600651,0.3571278744,-0.0401641549465373,-0.380360659811909,0.341437599982011,0.0437964786059838,-0.27696064468591,-0.380360659783698,0.459835844876129,0.248868254233155,-0.0401641550935491,-0.143564170072535,-0.421765910278617,0.043796478577769,-0.276960644832922,-0.143564170044324,0.223039355136756,0.248868254261367,0.104641110242638,0.0437964786341922,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
423,5,0.118271575481976,0.507434516244146,pmm,D2,0,-0.091382770115081,0.241296155368343,0.408617231074753,0.24129615122232,0.276888802357674,-0.191716548900563,-0.459654342422592,-0.191716548293213,0.0403456513937211,-0.191716547796298,-0.223111191458639,-0.191716549397477,-0.0913827695795358,0.477839306332296,0.408617229514618,0.0047530002583667,-0.0913827688384001,-0.388186101598166,-0.0913827712265178,0.0047530044043903,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
424,5,0.118271575481976,0.507434516244143,cmm,D2,2,0.2377044444,-0.2974979866,0.3037342512,0.1670427335,-0.315637756800735,-0.104491583109686,0.0526338182090632,0.328521118772829,0.052633818192463,-0.537504285056176,-0.0790946058367829,-0.104491583162531,-0.315637757287386,-0.341034734073639,-0.31563775720857,0.132051567854266,-0.0790946062446176,0.132051567801422,-0.0790946063234339,-0.341034734126484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0
425,6,0.117795570249335,0.503358212696268,cm,D1,0,-0.0205574804,-0.0468488616703991,0.288339602563982,0.361458906832684,-0.329454563363982,0.361458906832683,0.4794425196,-0.280670431059305,0.361646949350664,0.137563354423616,-0.402761910150664,0.137563354423616,0.21503366009838,-0.0468484914434291,-0.25614862089838,-0.0468484914434291,-0.284966339901336,-0.280670484748018,0.243851379101336,-0.280670484748018,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
426,6,0.117669078778024,0.502277758900194,cmm,D2,0,-0.328787634096209,0.0106862527319828,-0.2682299377633,-0.21672705782113,0.0651034901161527,0.360623375427111,-0.162121062148017,0.299361223569517,0.142656674701198,-0.20492481405364,0.260325753479213,-0.0011159911302722,0.0249875958607044,-0.408733636940937,0.377994832194777,0.202692831829152,-0.38934571904467,0.238099459800637,-0.207671852899848,-0.444140264912421,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0
427,5,0.11738912448275,0.499890597473002,p2,C2,0,0.341686162380769,-0.0379554627592995,0.165210925399237,-0.4106175722407,-0.301901308548133,-0.0730689196256383,-0.191201603671872,-0.375504115374371,-0.0861093147842747,-0.165560225242574,-0.40699359743573,-0.283012809757435,-0.465220586544569,0.0955953611869556,-0.027882325675425,-0.544168396186955,0.358303486773549,-0.277065751102934,0.148593601006447,-0.17150728389705,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
428,3,0.117249337821721,0.498700769496754,cm,D1,1,-0.0846078319,0.4049263669,0.46168008525905,0.24046285045432,0.118716686450773,-0.451409934157508,-0.381283313549227,-0.0315325214576757,-0.151944420614287,0.0173888549120168,0.281436384309579,0.0904567267574297,0.398685722131301,-0.112625083503599,0.0783545740485496,-0.0267926110642912,0.195603911870271,-0.22987442132532,-0.308981021806011,0.191541474084627,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
429,4,0.117159058819727,0.497933091390865,p1,C1,1,-0.3481752326,0.2497462478,-0.101029665176781,-0.167582348797556,-0.325611114760372,-0.100738106285355,0.123550806853624,-0.234429875578265,0.0553378476018403,0.11768881986623,-0.0933523836577293,0.29878601858027,0.443590059677148,-0.14119650928247,0.237505598150802,-0.0296878774574259,0.32963526837997,-0.345938507403309,-0.175842042668502,0.0794679016578801,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
430,4,0.117075771303575,0.497225389060762,cm,D1,1,0.1582478297,-0.2809336793,-0.297755668745631,0.214417517201854,-0.158288457374678,-0.0271467788826078,0.261735606560261,0.0616957535093571,-0.0108037467901962,0.533747760574287,0.489196253209818,0.117270920005495,-0.348943917460201,-0.163078528098478,-0.0847080816465921,0.311565191062765,0.0323676896569758,0.108784006829654,0.423595435890245,-0.107503361602326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
431,6,0.116964627552465,0.496281773441981,p1,C1,0,0.0921251681790084,0.0285976114698031,0.331627369061008,0.34511811350434,0.161537084756685,-0.480009081128367,0.292680591635612,-0.28629724102187,-0.14737665950207,-0.287922171490578,-0.469607101484909,0.192304942481911,0.423825170819803,-0.0925861268736387,-0.35641276859483,-0.0124142295453264,-0.126380799600031,-0.0549370426498702,0.310630837929724,0.112133045153597,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
432,5,0.116913391281245,0.495847076922181,p1,C1,1,0.0737676259,0.30185948,-0.0029965972964645,-0.412195231599577,-0.0335029034100685,-0.0169088863876978,0.147165400172807,-0.165347184424331,-0.290578328917098,-0.0894587781629347,-0.443137214108445,-0.266661348101126,-0.2925983568362,0.351812797906011,-0.21339584433041,-0.31017993328077,-0.214169562519142,0.131531413160275,0.327833774045022,-0.313785396909849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0
433,5,0.116913391280778,0.495847076918214,p1,C1,0,-0.154637997566396,-0.0101643058214936,-0.116421013626214,0.220518217100389,0.401177669293491,0.171238542854743,-0.115673905765849,-0.461568103834326,0.0368855299298658,-0.2843660078442,-0.426646831721793,-0.236763432650151,0.418028300167944,-0.0619802824622152,-0.0782023008257482,0.451200453596754,0.26647283106399,-0.240041799999748,-0.192855704649289,-0.240846708939754,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0
